ts,s8lp,sen0220,t3022,scd30,cjmcu811
2021-07-26 15:43:27.789,755.0,,,,
2021-07-26 15:43:28.386,,,,,3406.0
2021-07-26 15:43:32.497,,,,680.0,
2021-07-26 15:43:32.783,755.0,,,,
2021-07-26 15:43:34.387,,,,,3428.0
2021-07-26 15:43:35.358,,731.0,,,
2021-07-26 15:43:37.778,754.0,,,,
2021-07-26 15:43:40.403,,,,,3483.0
2021-07-26 15:43:40.685,,,,680.0,
2021-07-26 15:43:41.918,,733.0,,,
2021-07-26 15:43:42.780,752.0,,,,
2021-07-26 15:43:46.414,,,,,3506.0
2021-07-26 15:43:47.775,750.0,,,,
2021-07-26 15:43:48.478,,734.0,,,
2021-07-26 15:43:48.875,,,,681.0,
2021-07-26 15:43:52.427,,,,,3527.0
2021-07-26 15:43:52.764,750.0,,,,
2021-07-26 15:43:55.048,,735.0,,,
2021-07-26 15:43:57.072,,,,684.0,
2021-07-26 15:43:57.752,751.0,,,,
2021-07-26 15:43:58.444,,,,,3574.0
2021-07-26 15:44:01.608,,737.0,,,
2021-07-26 15:44:02.749,751.0,,,,
2021-07-26 15:44:04.457,,,,,3633.0
2021-07-26 15:44:05.267,,,,684.0,
2021-07-26 15:44:07.749,751.0,,,,
2021-07-26 15:44:08.169,,736.0,,,
2021-07-26 15:44:10.481,,,,,3633.0
2021-07-26 15:44:12.752,752.0,,,,
2021-07-26 15:44:13.457,,,,685.0,
2021-07-26 15:44:14.729,,737.0,,,
2021-07-26 15:44:16.496,,,,,3654.0
2021-07-26 15:44:17.739,752.0,,,,
2021-07-26 15:44:21.289,,738.0,,,
2021-07-26 15:44:21.651,,,,686.0,
2021-07-26 15:44:22.511,,,,,3732.0
2021-07-26 15:44:22.732,752.0,,,,
2021-07-26 15:44:27.726,754.0,,,,
2021-07-26 15:44:27.849,,737.0,,,
2021-07-26 15:44:28.524,,,,,3732.0
2021-07-26 15:44:29.845,,,,686.0,
2021-07-26 15:44:32.719,753.0,,,,
2021-07-26 15:44:34.409,,738.0,,,
2021-07-26 15:44:34.537,,,,,3793.0
2021-07-26 15:44:37.716,753.0,,,,
2021-07-26 15:44:38.038,,,,687.0,
2021-07-26 15:44:40.549,,,,,3793.0
2021-07-26 15:44:42.708,753.0,,,,
2021-07-26 15:44:46.233,,,,687.0,
2021-07-26 15:44:46.554,,,,,3819.0
2021-07-26 15:44:47.529,,738.0,,,
2021-07-26 15:44:47.700,752.0,,,,
2021-07-26 15:44:52.565,,,,,3848.0
2021-07-26 15:44:52.690,752.0,,,,
2021-07-26 15:44:54.099,,739.0,,,
2021-07-26 15:44:54.425,,,,687.0,
2021-07-26 15:44:57.689,753.0,,,,
2021-07-26 15:44:58.577,,,,,3848.0
2021-07-26 15:45:00.659,,740.0,,,
2021-07-26 15:45:02.614,,,,687.0,
2021-07-26 15:45:02.679,753.0,,,,
2021-07-26 15:45:04.592,,,,,3903.0
2021-07-26 15:45:07.219,,740.0,,,
2021-07-26 15:45:07.712,756.0,,,,
2021-07-26 15:45:10.608,,,,,3935.0
2021-07-26 15:45:10.816,,,,687.0,
2021-07-26 15:45:12.663,756.0,,,,
2021-07-26 15:45:13.988,,741.0,,,
2021-07-26 15:45:16.626,,,,,3966.0
2021-07-26 15:45:17.661,756.0,,,,
2021-07-26 15:45:19.004,,,,688.0,
2021-07-26 15:45:20.549,,741.0,,,
2021-07-26 15:45:22.640,,,,,3966.0
2021-07-26 15:45:22.655,756.0,,,,
2021-07-26 15:45:27.109,,741.0,,,
2021-07-26 15:45:27.195,,,,688.0,
2021-07-26 15:45:27.642,755.0,,,,
2021-07-26 15:45:28.653,,,,,3966.0
2021-07-26 15:45:32.635,756.0,,,,
2021-07-26 15:45:33.669,,741.0,,,
2021-07-26 15:45:34.667,,,,,4028.0
2021-07-26 15:45:35.388,,,,688.0,
2021-07-26 15:45:37.634,756.0,,,,
2021-07-26 15:45:40.229,,742.0,,,
2021-07-26 15:45:40.683,,,,,4028.0
2021-07-26 15:45:42.626,756.0,,,,
2021-07-26 15:45:43.580,,,,689.0,
2021-07-26 15:45:46.698,,,,,4058.0
2021-07-26 15:45:47.616,759.0,,,,
2021-07-26 15:45:51.777,,,,688.0,
2021-07-26 15:45:52.612,757.0,,,,
2021-07-26 15:45:52.699,,,,,4108.0
2021-07-26 15:45:53.349,,741.0,,,
2021-07-26 15:45:57.597,757.0,,,,
2021-07-26 15:45:58.718,,,,,4144.0
2021-07-26 15:45:59.909,,741.0,,,
2021-07-26 15:45:59.969,,,,689.0,
2021-07-26 15:46:02.596,758.0,,,,
2021-07-26 15:46:04.728,,,,,4176.0
2021-07-26 15:46:06.469,,742.0,,,
2021-07-26 15:46:07.597,758.0,,,,
2021-07-26 15:46:08.160,,,,689.0,
2021-07-26 15:46:10.746,,,,,4176.0
2021-07-26 15:46:12.589,758.0,,,,
2021-07-26 15:46:13.029,,741.0,,,
2021-07-26 15:46:16.349,,,,689.0,
2021-07-26 15:46:16.753,,,,,4232.0
2021-07-26 15:46:17.582,758.0,,,,
2021-07-26 15:46:19.599,,740.0,,,
2021-07-26 15:46:22.574,758.0,,,,
2021-07-26 15:46:22.769,,,,,4232.0
2021-07-26 15:46:24.544,,,,690.0,
2021-07-26 15:46:26.160,,740.0,,,
2021-07-26 15:46:27.572,758.0,,,,
2021-07-26 15:46:28.780,,,,,4232.0
2021-07-26 15:46:32.564,757.0,,,,
2021-07-26 15:46:32.720,,742.0,,,
2021-07-26 15:46:32.740,,,,690.0,
2021-07-26 15:46:34.795,,,,,4272.0
2021-07-26 15:46:37.557,758.0,,,,
2021-07-26 15:46:39.279,,742.0,,,
2021-07-26 15:46:40.814,,,,,4272.0
2021-07-26 15:46:40.932,,,,689.0,
2021-07-26 15:46:42.555,758.0,,,,
2021-07-26 15:46:45.840,,743.0,,,
2021-07-26 15:46:46.829,,,,,4309.0
2021-07-26 15:46:47.546,759.0,,,,
2021-07-26 15:46:52.400,,743.0,,,
2021-07-26 15:46:52.539,758.0,,,,
2021-07-26 15:46:52.847,,,,,4341.0
2021-07-26 15:46:57.536,758.0,,,,
2021-07-26 15:46:58.857,,,,,4272.0
2021-07-26 15:47:02.535,757.0,,,,
2021-07-26 15:47:04.859,,,,,4379.0
2021-07-26 15:47:05.520,,743.0,,,
2021-07-26 15:47:07.521,758.0,,,,
2021-07-26 15:47:10.881,,,,,4417.0
2021-07-26 15:47:12.080,,743.0,,,
2021-07-26 15:47:12.515,760.0,,,,
2021-07-26 15:47:16.894,,,,,4417.0
2021-07-26 15:47:17.510,760.0,,,,
2021-07-26 15:47:18.640,,744.0,,,
2021-07-26 15:47:22.506,761.0,,,,
2021-07-26 15:47:22.909,,,,,4417.0
2021-07-26 15:47:25.200,,745.0,,,
2021-07-26 15:47:26.164,,,,692.0,
2021-07-26 15:47:27.497,761.0,,,,
2021-07-26 15:47:28.922,,,,,4417.0
2021-07-26 15:47:31.760,,745.0,,,
2021-07-26 15:47:32.493,761.0,,,,
2021-07-26 15:47:34.352,,,,692.0,
2021-07-26 15:47:34.938,,,,,4459.0
2021-07-26 15:47:37.486,761.0,,,,
2021-07-26 15:47:38.320,,744.0,,,
2021-07-26 15:47:40.951,,,,,4417.0
2021-07-26 15:47:42.484,761.0,,,,
2021-07-26 15:47:42.545,,,,691.0,
2021-07-26 15:47:44.880,,744.0,,,
2021-07-26 15:47:46.968,,,,,4498.0
2021-07-26 15:47:47.477,761.0,,,,
2021-07-26 15:47:50.745,,,,692.0,
2021-07-26 15:47:51.440,,743.0,,,
2021-07-26 15:47:52.471,762.0,,,,
2021-07-26 15:47:52.985,,,,,4498.0
2021-07-26 15:47:57.462,761.0,,,,
2021-07-26 15:47:58.000,,743.0,,,
2021-07-26 15:47:58.937,,,,691.0,
2021-07-26 15:47:58.999,,,,,4498.0
2021-07-26 15:48:02.457,761.0,,,,
2021-07-26 15:48:04.560,,744.0,,,
2021-07-26 15:48:05.010,,,,,4536.0
2021-07-26 15:48:07.127,,,,692.0,
2021-07-26 15:48:07.450,761.0,,,,
2021-07-26 15:48:11.023,,,,,4576.0
2021-07-26 15:48:12.448,762.0,,,,
2021-07-26 15:48:15.321,,,,693.0,
2021-07-26 15:48:17.026,,,,,4576.0
2021-07-26 15:48:17.441,762.0,,,,
2021-07-26 15:48:17.680,,744.0,,,
2021-07-26 15:48:22.443,762.0,,,,
2021-07-26 15:48:23.042,,,,,4615.0
2021-07-26 15:48:23.513,,,,693.0,
2021-07-26 15:48:24.241,,745.0,,,
2021-07-26 15:48:27.437,762.0,,,,
2021-07-26 15:48:29.057,,,,,4576.0
2021-07-26 15:48:30.801,,745.0,,,
2021-07-26 15:48:31.710,,,,693.0,
2021-07-26 15:48:32.421,762.0,,,,
2021-07-26 15:48:35.073,,,,,4576.0
2021-07-26 15:48:37.360,,745.0,,,
2021-07-26 15:48:37.422,762.0,,,,
2021-07-26 15:48:39.902,,,,694.0,
2021-07-26 15:48:41.088,,,,,4615.0
2021-07-26 15:48:42.420,763.0,,,,
2021-07-26 15:48:43.920,,745.0,,,
2021-07-26 15:48:47.097,,,,,4664.0
2021-07-26 15:48:47.412,763.0,,,,
2021-07-26 15:48:48.092,,,,694.0,
2021-07-26 15:48:50.480,,745.0,,,
2021-07-26 15:48:52.409,763.0,,,,
2021-07-26 15:48:53.109,,,,,4664.0
2021-07-26 15:48:56.291,,,,694.0,
2021-07-26 15:48:57.040,,744.0,,,
2021-07-26 15:48:57.406,763.0,,,,
2021-07-26 15:48:59.127,,,,,4664.0
2021-07-26 15:49:02.386,763.0,,,,
2021-07-26 15:49:03.600,,744.0,,,
2021-07-26 15:49:04.481,,,,694.0,
2021-07-26 15:49:05.137,,,,,4615.0
2021-07-26 15:49:07.402,764.0,,,,
2021-07-26 15:49:10.171,,747.0,,,
2021-07-26 15:49:11.160,,,,,4664.0
2021-07-26 15:49:12.388,764.0,,,,
2021-07-26 15:49:12.676,,,,694.0,
2021-07-26 15:49:16.731,,745.0,,,
2021-07-26 15:49:17.171,,,,,4709.0
2021-07-26 15:49:17.382,764.0,,,,
2021-07-26 15:49:20.870,,,,694.0,
2021-07-26 15:49:22.379,764.0,,,,
2021-07-26 15:49:23.183,,,,,4664.0
2021-07-26 15:49:27.377,764.0,,,,
2021-07-26 15:49:29.062,,,,694.0,
2021-07-26 15:49:29.187,,,,,4709.0
2021-07-26 15:49:29.850,,749.0,,,
2021-07-26 15:49:32.376,764.0,,,,
2021-07-26 15:49:35.199,,,,,4750.0
2021-07-26 15:49:36.411,,748.0,,,
2021-07-26 15:49:37.253,,,,694.0,
2021-07-26 15:49:37.356,764.0,,,,
2021-07-26 15:49:41.218,,,,,4709.0
2021-07-26 15:49:42.352,765.0,,,,
2021-07-26 15:49:42.980,,749.0,,,
2021-07-26 15:49:45.450,,,,694.0,
2021-07-26 15:49:47.230,,,,,4709.0
2021-07-26 15:49:47.344,765.0,,,,
2021-07-26 15:49:49.541,,748.0,,,
2021-07-26 15:49:52.344,764.0,,,,
2021-07-26 15:49:53.243,,,,,4791.0
2021-07-26 15:49:53.643,,,,694.0,
2021-07-26 15:49:56.100,,747.0,,,
2021-07-26 15:49:57.332,764.0,,,,
2021-07-26 15:49:59.256,,,,,4709.0
2021-07-26 15:50:01.833,,,,694.0,
2021-07-26 15:50:02.330,764.0,,,,
2021-07-26 15:50:02.660,,748.0,,,
2021-07-26 15:50:05.270,,,,,4791.0
2021-07-26 15:50:07.324,765.0,,,,
2021-07-26 15:50:09.220,,747.0,,,
2021-07-26 15:50:10.026,,,,694.0,
2021-07-26 15:50:11.285,,,,,4791.0
2021-07-26 15:50:12.320,765.0,,,,
2021-07-26 15:50:15.780,,748.0,,,
2021-07-26 15:50:17.297,,,,,4709.0
2021-07-26 15:50:17.303,765.0,,,,
2021-07-26 15:50:18.217,,,,695.0,
2021-07-26 15:50:22.299,765.0,,,,
2021-07-26 15:50:22.340,,746.0,,,
2021-07-26 15:50:23.312,,,,,4791.0
2021-07-26 15:50:26.414,,,,694.0,
2021-07-26 15:50:27.295,763.0,,,,
2021-07-26 15:50:28.900,,747.0,,,
2021-07-26 15:50:29.324,,,,,4838.0
2021-07-26 15:50:32.286,764.0,,,,
2021-07-26 15:50:34.607,,,,695.0,
2021-07-26 15:50:35.339,,,,,4791.0
2021-07-26 15:50:37.279,764.0,,,,
2021-07-26 15:50:41.342,,,,,4791.0
2021-07-26 15:50:42.020,,749.0,,,
2021-07-26 15:50:42.275,764.0,,,,
2021-07-26 15:50:42.796,,,,695.0,
2021-07-26 15:50:47.265,765.0,,,,
2021-07-26 15:50:47.352,,,,,4838.0
2021-07-26 15:50:48.580,,749.0,,,
2021-07-26 15:50:50.989,,,,696.0,
2021-07-26 15:50:52.265,765.0,,,,
2021-07-26 15:50:53.368,,,,,4791.0
2021-07-26 15:50:55.140,,749.0,,,
2021-07-26 15:50:57.251,765.0,,,,
2021-07-26 15:50:59.183,,,,696.0,
2021-07-26 15:50:59.380,,,,,4791.0
2021-07-26 15:51:01.700,,750.0,,,
2021-07-26 15:51:02.251,766.0,,,,
2021-07-26 15:51:05.392,,,,,4838.0
2021-07-26 15:51:07.243,766.0,,,,
2021-07-26 15:51:07.379,,,,696.0,
2021-07-26 15:51:08.260,,749.0,,,
2021-07-26 15:51:11.407,,,,,4838.0
2021-07-26 15:51:12.236,766.0,,,,
2021-07-26 15:51:14.820,,750.0,,,
2021-07-26 15:51:15.569,,,,696.0,
2021-07-26 15:51:17.227,766.0,,,,
2021-07-26 15:51:17.418,,,,,4838.0
2021-07-26 15:51:21.380,,749.0,,,
2021-07-26 15:51:22.223,766.0,,,,
2021-07-26 15:51:23.430,,,,,4891.0
2021-07-26 15:51:23.760,,,,697.0,
2021-07-26 15:51:27.211,766.0,,,,
2021-07-26 15:51:27.940,,750.0,,,
2021-07-26 15:51:29.443,,,,,4891.0
2021-07-26 15:51:31.955,,,,696.0,
2021-07-26 15:51:32.209,767.0,,,,
2021-07-26 15:51:34.520,,750.0,,,
2021-07-26 15:51:35.458,,,,,4891.0
2021-07-26 15:51:37.201,766.0,,,,
2021-07-26 15:51:40.149,,,,696.0,
2021-07-26 15:51:41.080,,749.0,,,
2021-07-26 15:51:41.474,,,,,4838.0
2021-07-26 15:51:42.194,766.0,,,,
2021-07-26 15:51:47.185,766.0,,,,
2021-07-26 15:51:47.491,,,,,4891.0
2021-07-26 15:51:48.342,,,,696.0,
2021-07-26 15:51:52.175,766.0,,,,
2021-07-26 15:51:53.495,,,,,4938.0
2021-07-26 15:51:54.200,,750.0,,,
2021-07-26 15:51:56.534,,,,697.0,
2021-07-26 15:51:57.175,766.0,,,,
2021-07-26 15:51:59.509,,,,,4891.0
2021-07-26 15:52:00.760,,751.0,,,
2021-07-26 15:52:02.163,767.0,,,,
2021-07-26 15:52:04.728,,,,696.0,
2021-07-26 15:52:05.528,,,,,4938.0
2021-07-26 15:52:07.152,767.0,,,,
2021-07-26 15:52:07.320,,751.0,,,
2021-07-26 15:52:11.550,,,,,4891.0
2021-07-26 15:52:12.155,767.0,,,,
2021-07-26 15:52:12.919,,,,696.0,
2021-07-26 15:52:13.880,,751.0,,,
2021-07-26 15:52:17.146,766.0,,,,
2021-07-26 15:52:17.563,,,,,4938.0
2021-07-26 15:52:20.440,,751.0,,,
2021-07-26 15:52:21.114,,,,697.0,
2021-07-26 15:52:22.136,766.0,,,,
2021-07-26 15:52:23.579,,,,,4938.0
2021-07-26 15:52:27.000,,751.0,,,
2021-07-26 15:52:27.130,767.0,,,,
2021-07-26 15:52:29.306,,,,696.0,
2021-07-26 15:52:29.593,,,,,4938.0
2021-07-26 15:52:32.123,767.0,,,,
2021-07-26 15:52:33.560,,751.0,,,
2021-07-26 15:52:35.608,,,,,4938.0
2021-07-26 15:52:37.119,768.0,,,,
2021-07-26 15:52:37.497,,,,697.0,
2021-07-26 15:52:40.120,,752.0,,,
2021-07-26 15:52:41.623,,,,,4938.0
2021-07-26 15:52:42.114,768.0,,,,
2021-07-26 15:52:45.691,,,,697.0,
2021-07-26 15:52:46.680,,752.0,,,
2021-07-26 15:52:47.104,768.0,,,,
2021-07-26 15:52:47.642,,,,,4981.0
2021-07-26 15:52:52.097,768.0,,,,
2021-07-26 15:52:53.240,,752.0,,,
2021-07-26 15:52:53.655,,,,,4938.0
2021-07-26 15:52:53.883,,,,698.0,
2021-07-26 15:52:57.091,769.0,,,,
2021-07-26 15:52:59.672,,,,,4981.0
2021-07-26 15:53:02.076,,,,699.0,
2021-07-26 15:53:02.086,769.0,,,,
2021-07-26 15:53:05.674,,,,,4981.0
2021-07-26 15:53:06.360,,751.0,,,
2021-07-26 15:53:07.082,769.0,,,,
2021-07-26 15:53:10.271,,,,699.0,
2021-07-26 15:53:11.690,,,,,4981.0
2021-07-26 15:53:12.071,768.0,,,,
2021-07-26 15:53:12.921,,751.0,,,
2021-07-26 15:53:17.069,769.0,,,,
2021-07-26 15:53:17.706,,,,,4981.0
2021-07-26 15:53:18.463,,,,701.0,
2021-07-26 15:53:19.480,,751.0,,,
2021-07-26 15:53:22.063,768.0,,,,
2021-07-26 15:53:23.717,,,,,4981.0
2021-07-26 15:53:26.040,,751.0,,,
2021-07-26 15:53:26.655,,,,701.0,
2021-07-26 15:53:27.054,768.0,,,,
2021-07-26 15:53:29.728,,,,,4981.0
2021-07-26 15:53:32.048,768.0,,,,
2021-07-26 15:53:32.601,,751.0,,,
2021-07-26 15:53:34.854,,,,701.0,
2021-07-26 15:53:35.742,,,,,5029.0
2021-07-26 15:53:37.045,766.0,,,,
2021-07-26 15:53:39.161,,751.0,,,
2021-07-26 15:53:41.756,,,,,4981.0
2021-07-26 15:53:42.035,765.0,,,,
2021-07-26 15:53:43.045,,,,703.0,
2021-07-26 15:53:45.721,,751.0,,,
2021-07-26 15:53:47.031,765.0,,,,
2021-07-26 15:53:47.771,,,,,4981.0
2021-07-26 15:53:51.237,,,,704.0,
2021-07-26 15:53:52.023,765.0,,,,
2021-07-26 15:53:52.281,,751.0,,,
2021-07-26 15:53:53.784,,,,,4981.0
2021-07-26 15:53:57.013,764.0,,,,
2021-07-26 15:53:58.841,,751.0,,,
2021-07-26 15:53:59.431,,,,705.0,
2021-07-26 15:53:59.804,,,,,5029.0
2021-07-26 15:54:02.011,764.0,,,,
2021-07-26 15:54:05.401,,752.0,,,
2021-07-26 15:54:05.820,,,,,4981.0
2021-07-26 15:54:07.004,765.0,,,,
2021-07-26 15:54:07.621,,,,707.0,
2021-07-26 15:54:11.835,,,,,4981.0
2021-07-26 15:54:12.003,764.0,,,,
2021-07-26 15:54:15.816,,,,707.0,
2021-07-26 15:54:16.990,766.0,,,,
2021-07-26 15:54:17.837,,,,,5081.0
2021-07-26 15:54:18.521,,751.0,,,
2021-07-26 15:54:21.987,767.0,,,,
2021-07-26 15:54:23.851,,,,,5029.0
2021-07-26 15:54:24.007,,,,708.0,
2021-07-26 15:54:25.081,,751.0,,,
2021-07-26 15:54:26.979,767.0,,,,
2021-07-26 15:54:29.866,,,,,5029.0
2021-07-26 15:54:31.641,,752.0,,,
2021-07-26 15:54:31.976,767.0,,,,
2021-07-26 15:54:32.196,,,,708.0,
2021-07-26 15:54:35.877,,,,,4981.0
2021-07-26 15:54:36.968,768.0,,,,
2021-07-26 15:54:38.211,,753.0,,,
2021-07-26 15:54:40.391,,,,709.0,
2021-07-26 15:54:41.892,,,,,5029.0
2021-07-26 15:54:41.964,768.0,,,,
2021-07-26 15:54:44.771,,753.0,,,
2021-07-26 15:54:46.957,768.0,,,,
2021-07-26 15:54:47.906,,,,,5081.0
2021-07-26 15:54:48.581,,,,708.0,
2021-07-26 15:54:51.331,,753.0,,,
2021-07-26 15:54:51.951,767.0,,,,
2021-07-26 15:54:53.921,,,,,5081.0
2021-07-26 15:54:56.779,,,,708.0,
2021-07-26 15:54:56.942,768.0,,,,
2021-07-26 15:54:57.891,,753.0,,,
2021-07-26 15:54:59.933,,,,,5029.0
2021-07-26 15:55:01.936,768.0,,,,
2021-07-26 15:55:04.451,,752.0,,,
2021-07-26 15:55:04.965,,,,709.0,
2021-07-26 15:55:05.948,,,,,5081.0
2021-07-26 15:55:06.929,768.0,,,,
2021-07-26 15:55:11.011,,753.0,,,
2021-07-26 15:55:11.921,769.0,,,,
2021-07-26 15:55:11.962,,,,,5081.0
2021-07-26 15:55:13.158,,,,709.0,
2021-07-26 15:55:16.917,770.0,,,,
2021-07-26 15:55:17.571,,752.0,,,
2021-07-26 15:55:17.977,,,,,5081.0
2021-07-26 15:55:21.349,,,,710.0,
2021-07-26 15:55:21.905,771.0,,,,
2021-07-26 15:55:23.990,,,,,5029.0
2021-07-26 15:55:26.899,772.0,,,,
2021-07-26 15:55:29.546,,,,710.0,
2021-07-26 15:55:29.996,,,,,5081.0
2021-07-26 15:55:30.691,,754.0,,,
2021-07-26 15:55:31.894,772.0,,,,
2021-07-26 15:55:36.006,,,,,5081.0
2021-07-26 15:55:36.882,772.0,,,,
2021-07-26 15:55:37.252,,754.0,,,
2021-07-26 15:55:37.739,,,,710.0,
2021-07-26 15:55:41.869,773.0,,,,
2021-07-26 15:55:42.019,,,,,5029.0
2021-07-26 15:55:43.812,,753.0,,,
2021-07-26 15:55:45.935,,,,710.0,
2021-07-26 15:55:46.870,772.0,,,,
2021-07-26 15:55:48.034,,,,,5081.0
2021-07-26 15:55:50.372,,753.0,,,
2021-07-26 15:55:51.862,772.0,,,,
2021-07-26 15:55:54.048,,,,,5029.0
2021-07-26 15:55:54.124,,,,710.0,
2021-07-26 15:55:56.850,772.0,,,,
2021-07-26 15:55:56.932,,753.0,,,
2021-07-26 15:56:00.062,,,,,5081.0
2021-07-26 15:56:01.845,772.0,,,,
2021-07-26 15:56:02.318,,,,709.0,
2021-07-26 15:56:03.492,,753.0,,,
2021-07-26 15:56:06.076,,,,,5081.0
2021-07-26 15:56:06.837,772.0,,,,
2021-07-26 15:56:10.052,,753.0,,,
2021-07-26 15:56:10.513,,,,708.0,
2021-07-26 15:56:11.838,772.0,,,,
2021-07-26 15:56:12.090,,,,,5081.0
2021-07-26 15:56:16.612,,752.0,,,
2021-07-26 15:56:16.823,772.0,,,,
2021-07-26 15:56:18.104,,,,,4981.0
2021-07-26 15:56:18.706,,,,709.0,
2021-07-26 15:56:21.820,775.0,,,,
2021-07-26 15:56:23.172,,753.0,,,
2021-07-26 15:56:24.116,,,,,5081.0
2021-07-26 15:56:26.807,775.0,,,,
2021-07-26 15:56:26.898,,,,708.0,
2021-07-26 15:56:29.732,,755.0,,,
2021-07-26 15:56:30.130,,,,,5081.0
2021-07-26 15:56:31.801,776.0,,,,
2021-07-26 15:56:35.088,,,,709.0,
2021-07-26 15:56:36.148,,,,,5081.0
2021-07-26 15:56:36.788,776.0,,,,
2021-07-26 15:56:41.780,776.0,,,,
2021-07-26 15:56:42.148,,,,,5081.0
2021-07-26 15:56:42.852,,752.0,,,
2021-07-26 15:56:43.284,,,,709.0,
2021-07-26 15:56:46.775,776.0,,,,
2021-07-26 15:56:48.161,,,,,5081.0
2021-07-26 15:56:49.412,,751.0,,,
2021-07-26 15:56:51.479,,,,709.0,
2021-07-26 15:56:51.768,776.0,,,,
2021-07-26 15:56:54.178,,,,,5081.0
2021-07-26 15:56:55.972,,751.0,,,
2021-07-26 15:56:56.767,775.0,,,,
2021-07-26 15:56:59.667,,,,709.0,
2021-07-26 15:57:00.194,,,,,5081.0
2021-07-26 15:57:01.761,775.0,,,,
2021-07-26 15:57:02.532,,751.0,,,
2021-07-26 15:57:06.209,,,,,5081.0
2021-07-26 15:57:06.756,775.0,,,,
2021-07-26 15:57:07.861,,,,709.0,
2021-07-26 15:57:09.092,,751.0,,,
2021-07-26 15:57:11.750,775.0,,,,
2021-07-26 15:57:12.220,,,,,5081.0
2021-07-26 15:57:15.652,,751.0,,,
2021-07-26 15:57:16.053,,,,710.0,
2021-07-26 15:57:16.740,775.0,,,,
2021-07-26 15:57:18.237,,,,,5081.0
2021-07-26 15:57:21.732,774.0,,,,
2021-07-26 15:57:22.212,,750.0,,,
2021-07-26 15:57:24.246,,,,710.0,
2021-07-26 15:57:24.251,,,,,5081.0
2021-07-26 15:57:26.729,775.0,,,,
2021-07-26 15:57:28.772,,751.0,,,
2021-07-26 15:57:30.269,,,,,5139.0
2021-07-26 15:57:31.723,776.0,,,,
2021-07-26 15:57:32.444,,,,709.0,
2021-07-26 15:57:35.332,,751.0,,,
2021-07-26 15:57:36.284,,,,,5139.0
2021-07-26 15:57:36.712,775.0,,,,
2021-07-26 15:57:40.632,,,,709.0,
2021-07-26 15:57:41.707,774.0,,,,
2021-07-26 15:57:41.892,,752.0,,,
2021-07-26 15:57:42.298,,,,,5081.0
2021-07-26 15:57:46.695,774.0,,,,
2021-07-26 15:57:48.313,,,,,5081.0
2021-07-26 15:57:48.821,,,,710.0,
2021-07-26 15:57:51.690,774.0,,,,
2021-07-26 15:57:54.318,,,,,5139.0
2021-07-26 15:57:55.012,,750.0,,,
2021-07-26 15:57:56.683,774.0,,,,
2021-07-26 15:57:57.015,,,,710.0,
2021-07-26 15:58:00.332,,,,,5139.0
2021-07-26 15:58:01.574,,752.0,,,
2021-07-26 15:58:01.674,774.0,,,,
