ts,s8lp,sen0220,t3022,scd30,cjmcu811
2021-07-26 14:52:49.714,,,,568.0,
2021-07-26 14:52:51.031,,,,,2473.0
2021-07-26 14:52:51.963,626.0,,,,
2021-07-26 14:52:56.122,,605.0,,,
2021-07-26 14:52:56.971,632.0,,,,
2021-07-26 14:52:57.043,,,,,2523.0
2021-07-26 14:52:57.903,,,,574.0,
2021-07-26 14:53:01.967,632.0,,,,
2021-07-26 14:53:02.692,,610.0,,,
2021-07-26 14:53:03.059,,,,,2535.0
2021-07-26 14:53:06.090,,,,576.0,
2021-07-26 14:53:06.961,637.0,,,,
2021-07-26 14:53:09.072,,,,,2601.0
2021-07-26 14:53:11.962,642.0,,,,
2021-07-26 14:53:14.277,,,,580.0,
2021-07-26 14:53:15.076,,,,,2628.0
2021-07-26 14:53:15.822,,618.0,,,
2021-07-26 14:53:16.955,637.0,,,,
2021-07-26 14:53:21.089,,,,,2674.0
2021-07-26 14:53:21.957,633.0,,,,
2021-07-26 14:53:22.392,,622.0,,,
2021-07-26 14:53:22.470,,,,581.0,
2021-07-26 14:53:26.960,638.0,,,,
2021-07-26 14:53:27.105,,,,,2702.0
2021-07-26 14:53:28.954,,624.0,,,
2021-07-26 14:53:30.663,,,,582.0,
2021-07-26 14:53:31.955,642.0,,,,
2021-07-26 14:53:33.118,,,,,2715.0
2021-07-26 14:53:35.522,,626.0,,,
2021-07-26 14:53:36.955,642.0,,,,
2021-07-26 14:53:38.855,,,,583.0,
2021-07-26 14:53:39.133,,,,,2744.0
2021-07-26 14:53:41.952,644.0,,,,
2021-07-26 14:53:42.084,,627.0,,,
2021-07-26 14:53:45.145,,,,,2810.0
2021-07-26 14:53:46.945,642.0,,,,
2021-07-26 14:53:47.045,,,,583.0,
2021-07-26 14:53:48.652,,628.0,,,
2021-07-26 14:53:51.158,,,,,2870.0
2021-07-26 14:53:51.930,641.0,,,,
2021-07-26 14:53:55.222,,630.0,,,
2021-07-26 14:53:55.237,,,,584.0,
2021-07-26 14:53:56.924,642.0,,,,
2021-07-26 14:53:57.177,,,,,2870.0
2021-07-26 14:54:01.792,,630.0,,,
2021-07-26 14:54:01.931,645.0,,,,
2021-07-26 14:54:03.196,,,,,2927.0
2021-07-26 14:54:03.430,,,,584.0,
2021-07-26 14:54:06.926,644.0,,,,
2021-07-26 14:54:08.355,,631.0,,,
2021-07-26 14:54:09.212,,,,,2980.0
2021-07-26 14:54:11.627,,,,584.0,
2021-07-26 14:54:11.925,644.0,,,,
2021-07-26 14:54:14.922,,633.0,,,
2021-07-26 14:54:15.225,,,,,2980.0
2021-07-26 14:54:16.913,643.0,,,,
2021-07-26 14:54:19.819,,,,583.0,
2021-07-26 14:54:21.237,,,,,3036.0
2021-07-26 14:54:21.913,644.0,,,,
2021-07-26 14:54:26.913,646.0,,,,
2021-07-26 14:54:27.240,,,,,3070.0
2021-07-26 14:54:28.013,,,,583.0,
2021-07-26 14:54:28.054,,635.0,,,
2021-07-26 14:54:31.913,646.0,,,,
2021-07-26 14:54:33.260,,,,,3111.0
2021-07-26 14:54:34.623,,635.0,,,
2021-07-26 14:54:36.204,,,,582.0,
2021-07-26 14:54:36.907,645.0,,,,
2021-07-26 14:54:39.276,,,,,3129.0
2021-07-26 14:54:41.193,,636.0,,,
2021-07-26 14:54:41.899,646.0,,,,
2021-07-26 14:54:44.400,,,,582.0,
2021-07-26 14:54:45.289,,,,,3129.0
2021-07-26 14:54:46.896,647.0,,,,
2021-07-26 14:54:47.755,,637.0,,,
2021-07-26 14:54:51.302,,,,,3213.0
2021-07-26 14:54:51.891,646.0,,,,
2021-07-26 14:54:52.592,,,,582.0,
2021-07-26 14:54:54.323,,638.0,,,
2021-07-26 14:54:56.883,647.0,,,,
2021-07-26 14:54:57.319,,,,,3275.0
2021-07-26 14:55:00.784,,,,582.0,
2021-07-26 14:55:00.893,,639.0,,,
2021-07-26 14:55:01.875,647.0,,,,
2021-07-26 14:55:03.331,,,,,3297.0
2021-07-26 14:55:06.882,647.0,,,,
2021-07-26 14:55:07.455,,638.0,,,
2021-07-26 14:55:08.978,,,,582.0,
2021-07-26 14:55:09.344,,,,,3275.0
2021-07-26 14:55:11.868,647.0,,,,
2021-07-26 14:55:14.023,,637.0,,,
2021-07-26 14:55:15.360,,,,,3319.0
2021-07-26 14:55:16.866,647.0,,,,
2021-07-26 14:55:17.171,,,,583.0,
2021-07-26 14:55:20.584,,638.0,,,
2021-07-26 14:55:21.373,,,,,3363.0
2021-07-26 14:55:21.850,646.0,,,,
2021-07-26 14:55:25.368,,,,582.0,
2021-07-26 14:55:26.851,647.0,,,,
2021-07-26 14:55:27.358,,640.0,,,
2021-07-26 14:55:27.386,,,,,3363.0
2021-07-26 14:55:31.847,646.0,,,,
2021-07-26 14:55:33.402,,,,,3409.0
2021-07-26 14:55:33.561,,,,583.0,
2021-07-26 14:55:36.849,647.0,,,,
2021-07-26 14:55:39.406,,,,,3432.0
2021-07-26 14:55:40.483,,639.0,,,
2021-07-26 14:55:41.755,,,,583.0,
2021-07-26 14:55:41.829,647.0,,,,
2021-07-26 14:55:45.417,,,,,3432.0
2021-07-26 14:55:46.837,648.0,,,,
2021-07-26 14:55:47.046,,640.0,,,
2021-07-26 14:55:49.949,,,,584.0,
2021-07-26 14:55:51.431,,,,,3480.0
2021-07-26 14:55:51.826,649.0,,,,
2021-07-26 14:55:53.614,,641.0,,,
2021-07-26 14:55:56.826,649.0,,,,
2021-07-26 14:55:57.447,,,,,3480.0
2021-07-26 14:55:58.142,,,,584.0,
2021-07-26 14:56:00.184,,641.0,,,
2021-07-26 14:56:01.815,649.0,,,,
2021-07-26 14:56:03.460,,,,,3554.0
2021-07-26 14:56:06.335,,,,584.0,
2021-07-26 14:56:06.754,,642.0,,,
2021-07-26 14:56:06.813,649.0,,,,
2021-07-26 14:56:09.474,,,,,3580.0
2021-07-26 14:56:11.800,648.0,,,,
2021-07-26 14:56:13.324,,643.0,,,
2021-07-26 14:56:14.531,,,,584.0,
2021-07-26 14:56:15.488,,,,,3580.0
2021-07-26 14:56:16.794,648.0,,,,
2021-07-26 14:56:19.894,,644.0,,,
2021-07-26 14:56:21.504,,,,,3580.0
2021-07-26 14:56:21.788,647.0,,,,
2021-07-26 14:56:22.721,,,,585.0,
2021-07-26 14:56:26.464,,645.0,,,
2021-07-26 14:56:26.792,647.0,,,,
2021-07-26 14:56:27.516,,,,,3633.0
2021-07-26 14:56:30.916,,,,585.0,
2021-07-26 14:56:31.777,647.0,,,,
2021-07-26 14:56:33.026,,644.0,,,
2021-07-26 14:56:33.531,,,,,3633.0
2021-07-26 14:56:36.772,648.0,,,,
2021-07-26 14:56:39.107,,,,585.0,
2021-07-26 14:56:39.544,,,,,3664.0
2021-07-26 14:56:41.771,652.0,,,,
2021-07-26 14:56:45.550,,,,,3693.0
2021-07-26 14:56:46.155,,643.0,,,
2021-07-26 14:56:46.758,652.0,,,,
2021-07-26 14:56:47.302,,,,584.0,
2021-07-26 14:56:51.562,,,,,3715.0
2021-07-26 14:56:51.754,651.0,,,,
2021-07-26 14:56:52.724,,643.0,,,
2021-07-26 14:56:55.496,,,,584.0,
2021-07-26 14:56:56.747,651.0,,,,
2021-07-26 14:56:57.576,,,,,3746.0
2021-07-26 14:56:59.286,,644.0,,,
2021-07-26 14:57:01.737,652.0,,,,
2021-07-26 14:57:03.603,,,,,3778.0
2021-07-26 14:57:03.685,,,,583.0,
2021-07-26 14:57:05.854,,644.0,,,
2021-07-26 14:57:06.733,652.0,,,,
2021-07-26 14:57:09.605,,,,,3778.0
2021-07-26 14:57:11.727,652.0,,,,
2021-07-26 14:57:11.880,,,,583.0,
2021-07-26 14:57:12.425,,645.0,,,
2021-07-26 14:57:15.620,,,,,3778.0
2021-07-26 14:57:16.729,652.0,,,,
2021-07-26 14:57:18.986,,645.0,,,
2021-07-26 14:57:20.075,,,,584.0,
2021-07-26 14:57:21.632,,,,,3800.0
2021-07-26 14:57:21.719,652.0,,,,
2021-07-26 14:57:25.555,,645.0,,,
2021-07-26 14:57:26.710,652.0,,,,
2021-07-26 14:57:27.649,,,,,3833.0
2021-07-26 14:57:28.266,,,,584.0,
2021-07-26 14:57:31.710,652.0,,,,
2021-07-26 14:57:32.125,,645.0,,,
2021-07-26 14:57:33.660,,,,,3833.0
2021-07-26 14:57:36.459,,,,584.0,
2021-07-26 14:57:36.698,653.0,,,,
2021-07-26 14:57:38.695,,642.0,,,
2021-07-26 14:57:39.676,,,,,3862.0
2021-07-26 14:57:41.694,653.0,,,,
2021-07-26 14:57:44.652,,,,583.0,
2021-07-26 14:57:45.265,,643.0,,,
2021-07-26 14:57:45.691,,,,,3892.0
2021-07-26 14:57:46.692,655.0,,,,
2021-07-26 14:57:51.683,656.0,,,,
2021-07-26 14:57:51.702,,,,,3892.0
2021-07-26 14:57:52.844,,,,583.0,
2021-07-26 14:57:56.681,657.0,,,,
2021-07-26 14:57:57.707,,,,,3921.0
2021-07-26 14:57:58.396,,645.0,,,
2021-07-26 14:58:01.041,,,,583.0,
2021-07-26 14:58:01.675,657.0,,,,
2021-07-26 14:58:03.722,,,,,3892.0
2021-07-26 14:58:04.965,,646.0,,,
2021-07-26 14:58:06.663,656.0,,,,
2021-07-26 14:58:09.228,,,,584.0,
2021-07-26 14:58:09.735,,,,,3954.0
2021-07-26 14:58:11.535,,646.0,,,
2021-07-26 14:58:11.663,656.0,,,,
2021-07-26 14:58:15.750,,,,,3989.0
2021-07-26 14:58:16.653,656.0,,,,
2021-07-26 14:58:17.419,,,,584.0,
2021-07-26 14:58:18.098,,647.0,,,
2021-07-26 14:58:21.651,656.0,,,,
2021-07-26 14:58:21.766,,,,,3989.0
2021-07-26 14:58:24.665,,648.0,,,
2021-07-26 14:58:25.615,,,,585.0,
2021-07-26 14:58:26.645,656.0,,,,
2021-07-26 14:58:27.781,,,,,4019.0
2021-07-26 14:58:31.238,,649.0,,,
2021-07-26 14:58:31.639,656.0,,,,
2021-07-26 14:58:33.797,,,,,4050.0
2021-07-26 14:58:33.806,,,,586.0,
2021-07-26 14:58:36.632,655.0,,,,
2021-07-26 14:58:37.805,,647.0,,,
2021-07-26 14:58:39.812,,,,,4019.0
2021-07-26 14:58:41.625,654.0,,,,
2021-07-26 14:58:41.998,,,,586.0,
2021-07-26 14:58:44.367,,647.0,,,
2021-07-26 14:58:45.826,,,,,4019.0
2021-07-26 14:58:46.609,654.0,,,,
2021-07-26 14:58:50.192,,,,586.0,
2021-07-26 14:58:50.936,,645.0,,,
2021-07-26 14:58:51.612,654.0,,,,
2021-07-26 14:58:51.840,,,,,4050.0
2021-07-26 14:58:56.612,654.0,,,,
2021-07-26 14:58:57.496,,645.0,,,
2021-07-26 14:58:57.853,,,,,4077.0
2021-07-26 14:58:58.382,,,,587.0,
2021-07-26 14:59:01.598,654.0,,,,
2021-07-26 14:59:03.869,,,,,4077.0
2021-07-26 14:59:06.575,,,,587.0,
2021-07-26 14:59:06.589,654.0,,,,
2021-07-26 14:59:09.872,,,,,4050.0
2021-07-26 14:59:10.626,,645.0,,,
2021-07-26 14:59:11.589,655.0,,,,
2021-07-26 14:59:14.773,,,,587.0,
2021-07-26 14:59:15.885,,,,,4124.0
2021-07-26 14:59:16.580,655.0,,,,
2021-07-26 14:59:17.186,,644.0,,,
2021-07-26 14:59:21.575,655.0,,,,
2021-07-26 14:59:21.899,,,,,4077.0
2021-07-26 14:59:22.967,,,,587.0,
2021-07-26 14:59:23.746,,645.0,,,
2021-07-26 14:59:26.577,655.0,,,,
2021-07-26 14:59:27.912,,,,,4050.0
2021-07-26 14:59:30.306,,646.0,,,
2021-07-26 14:59:31.158,,,,587.0,
2021-07-26 14:59:31.564,655.0,,,,
2021-07-26 14:59:33.926,,,,,4160.0
2021-07-26 14:59:36.558,655.0,,,,
2021-07-26 14:59:36.866,,645.0,,,
2021-07-26 14:59:39.349,,,,587.0,
2021-07-26 14:59:39.943,,,,,4160.0
2021-07-26 14:59:41.546,655.0,,,,
2021-07-26 14:59:43.426,,646.0,,,
2021-07-26 14:59:45.960,,,,,4124.0
2021-07-26 14:59:46.543,656.0,,,,
2021-07-26 14:59:47.544,,,,587.0,
2021-07-26 14:59:49.986,,646.0,,,
2021-07-26 14:59:51.538,657.0,,,,
2021-07-26 14:59:51.974,,,,,4160.0
2021-07-26 14:59:55.738,,,,587.0,
2021-07-26 14:59:56.525,658.0,,,,
2021-07-26 14:59:56.546,,646.0,,,
2021-07-26 14:59:57.989,,,,,4192.0
2021-07-26 15:00:01.520,658.0,,,,
2021-07-26 15:00:03.106,,647.0,,,
2021-07-26 15:00:03.933,,,,588.0,
2021-07-26 15:00:04.005,,,,,4160.0
2021-07-26 15:00:06.516,657.0,,,,
2021-07-26 15:00:09.676,,649.0,,,
2021-07-26 15:00:10.016,,,,,4228.0
2021-07-26 15:00:11.509,656.0,,,,
2021-07-26 15:00:12.122,,,,586.0,
2021-07-26 15:00:16.028,,,,,4192.0
2021-07-26 15:00:16.507,654.0,,,,
2021-07-26 15:00:20.316,,,,586.0,
2021-07-26 15:00:21.494,654.0,,,,
2021-07-26 15:00:22.031,,,,,4192.0
2021-07-26 15:00:22.806,,649.0,,,
2021-07-26 15:00:26.482,655.0,,,,
2021-07-26 15:00:28.045,,,,,4228.0
2021-07-26 15:00:28.510,,,,585.0,
2021-07-26 15:00:29.368,,647.0,,,
2021-07-26 15:00:31.481,655.0,,,,
2021-07-26 15:00:34.062,,,,,4264.0
2021-07-26 15:00:35.928,,647.0,,,
2021-07-26 15:00:36.475,656.0,,,,
2021-07-26 15:00:36.702,,,,585.0,
2021-07-26 15:00:40.077,,,,,4228.0
2021-07-26 15:00:41.474,656.0,,,,
2021-07-26 15:00:42.489,,647.0,,,
2021-07-26 15:00:44.894,,,,584.0,
2021-07-26 15:00:46.094,,,,,4228.0
2021-07-26 15:00:46.460,656.0,,,,
2021-07-26 15:00:49.049,,647.0,,,
2021-07-26 15:00:51.457,656.0,,,,
2021-07-26 15:00:52.109,,,,,4264.0
2021-07-26 15:00:53.085,,,,584.0,
2021-07-26 15:00:55.608,,648.0,,,
2021-07-26 15:00:56.458,655.0,,,,
2021-07-26 15:00:58.123,,,,,4228.0
2021-07-26 15:01:01.279,,,,584.0,
2021-07-26 15:01:01.440,655.0,,,,
2021-07-26 15:01:02.166,,647.0,,,
2021-07-26 15:01:04.141,,,,,4228.0
2021-07-26 15:01:06.427,654.0,,,,
2021-07-26 15:01:08.726,,647.0,,,
2021-07-26 15:01:09.475,,,,584.0,
2021-07-26 15:01:10.152,,,,,4264.0
2021-07-26 15:01:11.418,653.0,,,,
2021-07-26 15:01:15.286,,646.0,,,
2021-07-26 15:01:16.166,,,,,4228.0
2021-07-26 15:01:16.418,653.0,,,,
2021-07-26 15:01:17.670,,,,583.0,
2021-07-26 15:01:21.410,653.0,,,,
2021-07-26 15:01:21.849,,647.0,,,
2021-07-26 15:01:22.181,,,,,4305.0
2021-07-26 15:01:25.858,,,,584.0,
2021-07-26 15:01:26.399,655.0,,,,
2021-07-26 15:01:28.196,,,,,4305.0
2021-07-26 15:01:31.395,655.0,,,,
2021-07-26 15:01:34.058,,,,584.0,
2021-07-26 15:01:34.200,,,,,4264.0
2021-07-26 15:01:34.967,,648.0,,,
2021-07-26 15:01:36.387,655.0,,,,
2021-07-26 15:01:40.216,,,,,4305.0
2021-07-26 15:01:41.379,656.0,,,,
2021-07-26 15:01:41.527,,648.0,,,
2021-07-26 15:01:42.246,,,,583.0,
2021-07-26 15:01:46.227,,,,,4341.0
2021-07-26 15:01:46.366,656.0,,,,
2021-07-26 15:01:48.087,,647.0,,,
2021-07-26 15:01:50.443,,,,585.0,
2021-07-26 15:01:51.361,655.0,,,,
2021-07-26 15:01:52.239,,,,,4305.0
2021-07-26 15:01:54.647,,648.0,,,
2021-07-26 15:01:56.356,654.0,,,,
2021-07-26 15:01:58.256,,,,,4341.0
2021-07-26 15:01:58.632,,,,585.0,
2021-07-26 15:02:01.207,,649.0,,,
2021-07-26 15:02:01.351,654.0,,,,
2021-07-26 15:02:04.269,,,,,4341.0
2021-07-26 15:02:06.341,653.0,,,,
2021-07-26 15:02:06.830,,,,585.0,
2021-07-26 15:02:07.767,,650.0,,,
2021-07-26 15:02:10.285,,,,,4375.0
2021-07-26 15:02:11.332,655.0,,,,
2021-07-26 15:02:14.327,,650.0,,,
2021-07-26 15:02:15.017,,,,585.0,
2021-07-26 15:02:16.318,,,,,4375.0
2021-07-26 15:02:16.327,655.0,,,,
2021-07-26 15:02:20.887,,652.0,,,
2021-07-26 15:02:21.316,656.0,,,,
2021-07-26 15:02:22.331,,,,,4341.0
2021-07-26 15:02:23.211,,,,585.0,
2021-07-26 15:02:26.308,656.0,,,,
2021-07-26 15:02:27.447,,651.0,,,
2021-07-26 15:02:28.345,,,,,4375.0
2021-07-26 15:02:31.302,655.0,,,,
2021-07-26 15:02:31.406,,,,585.0,
2021-07-26 15:02:34.007,,650.0,,,
2021-07-26 15:02:34.361,,,,,4375.0
2021-07-26 15:02:36.292,655.0,,,,
2021-07-26 15:02:39.600,,,,585.0,
2021-07-26 15:02:40.416,,,,,4416.0
2021-07-26 15:02:41.282,655.0,,,,
2021-07-26 15:02:46.278,655.0,,,,
2021-07-26 15:02:46.420,,,,,4416.0
2021-07-26 15:02:47.149,,650.0,,,
2021-07-26 15:02:47.794,,,,585.0,
2021-07-26 15:02:51.270,655.0,,,,
2021-07-26 15:02:52.434,,,,,4416.0
2021-07-26 15:02:53.707,,651.0,,,
2021-07-26 15:02:55.987,,,,585.0,
2021-07-26 15:02:56.263,654.0,,,,
2021-07-26 15:02:58.445,,,,,4416.0
2021-07-26 15:03:00.268,,650.0,,,
2021-07-26 15:03:01.252,655.0,,,,
2021-07-26 15:03:04.183,,,,584.0,
2021-07-26 15:03:04.459,,,,,4416.0
2021-07-26 15:03:06.247,655.0,,,,
2021-07-26 15:03:06.828,,650.0,,,
2021-07-26 15:03:10.476,,,,,4416.0
2021-07-26 15:03:11.242,655.0,,,,
2021-07-26 15:03:12.378,,,,584.0,
2021-07-26 15:03:13.388,,653.0,,,
2021-07-26 15:03:16.235,655.0,,,,
2021-07-26 15:03:16.491,,,,,4416.0
2021-07-26 15:03:19.948,,653.0,,,
2021-07-26 15:03:20.569,,,,584.0,
2021-07-26 15:03:21.227,655.0,,,,
2021-07-26 15:03:22.503,,,,,4416.0
2021-07-26 15:03:26.217,655.0,,,,
2021-07-26 15:03:26.508,,654.0,,,
2021-07-26 15:03:28.516,,,,,4455.0
2021-07-26 15:03:28.762,,,,584.0,
2021-07-26 15:03:31.211,655.0,,,,
2021-07-26 15:03:33.078,,653.0,,,
2021-07-26 15:03:34.530,,,,,4455.0
2021-07-26 15:03:36.205,655.0,,,,
2021-07-26 15:03:36.963,,,,584.0,
2021-07-26 15:03:39.638,,653.0,,,
2021-07-26 15:03:40.549,,,,,4416.0
2021-07-26 15:03:41.202,655.0,,,,
2021-07-26 15:03:45.149,,,,584.0,
2021-07-26 15:03:46.198,,652.0,,,
2021-07-26 15:03:46.200,655.0,,,,
2021-07-26 15:03:46.561,,,,,4416.0
2021-07-26 15:03:51.195,656.0,,,,
2021-07-26 15:03:52.576,,,,,4455.0
2021-07-26 15:03:53.347,,,,583.0,
2021-07-26 15:03:56.180,656.0,,,,
2021-07-26 15:03:58.578,,,,,4498.0
2021-07-26 15:03:59.318,,650.0,,,
2021-07-26 15:04:01.181,655.0,,,,
2021-07-26 15:04:01.538,,,,584.0,
2021-07-26 15:04:04.595,,,,,4455.0
2021-07-26 15:04:05.879,,651.0,,,
2021-07-26 15:04:06.174,655.0,,,,
2021-07-26 15:04:09.732,,,,584.0,
2021-07-26 15:04:10.612,,,,,4455.0
2021-07-26 15:04:11.168,654.0,,,,
2021-07-26 15:04:12.439,,650.0,,,
2021-07-26 15:04:16.158,653.0,,,,
2021-07-26 15:04:16.625,,,,,4455.0
2021-07-26 15:04:17.925,,,,584.0,
2021-07-26 15:04:18.999,,650.0,,,
2021-07-26 15:04:21.152,653.0,,,,
2021-07-26 15:04:22.637,,,,,4455.0
2021-07-26 15:04:25.559,,650.0,,,
2021-07-26 15:04:26.119,,,,585.0,
2021-07-26 15:04:26.148,652.0,,,,
2021-07-26 15:04:28.652,,,,,4455.0
2021-07-26 15:04:31.146,652.0,,,,
2021-07-26 15:04:32.119,,651.0,,,
2021-07-26 15:04:34.310,,,,585.0,
2021-07-26 15:04:34.667,,,,,4498.0
2021-07-26 15:04:36.133,653.0,,,,
2021-07-26 15:04:38.679,,651.0,,,
2021-07-26 15:04:40.682,,,,,4455.0
2021-07-26 15:04:41.130,653.0,,,,
2021-07-26 15:04:42.515,,,,585.0,
2021-07-26 15:04:45.239,,650.0,,,
2021-07-26 15:04:46.125,654.0,,,,
2021-07-26 15:04:46.696,,,,,4498.0
2021-07-26 15:04:50.694,,,,584.0,
2021-07-26 15:04:51.119,654.0,,,,
2021-07-26 15:04:51.799,,650.0,,,
2021-07-26 15:04:52.711,,,,,4498.0
2021-07-26 15:04:56.115,655.0,,,,
2021-07-26 15:04:58.359,,650.0,,,
2021-07-26 15:04:58.727,,,,,4498.0
2021-07-26 15:04:58.898,,,,584.0,
2021-07-26 15:05:01.104,656.0,,,,
2021-07-26 15:05:04.737,,,,,4498.0
2021-07-26 15:05:06.092,655.0,,,,
2021-07-26 15:05:07.094,,,,585.0,
2021-07-26 15:05:10.743,,,,,4498.0
2021-07-26 15:05:11.095,655.0,,,,
2021-07-26 15:05:11.480,,651.0,,,
2021-07-26 15:05:15.273,,,,585.0,
2021-07-26 15:05:16.091,655.0,,,,
2021-07-26 15:05:16.754,,,,,4498.0
2021-07-26 15:05:18.040,,651.0,,,
2021-07-26 15:05:21.091,655.0,,,,
2021-07-26 15:05:22.771,,,,,4498.0
2021-07-26 15:05:23.462,,,,584.0,
2021-07-26 15:05:24.599,,651.0,,,
2021-07-26 15:05:26.078,655.0,,,,
2021-07-26 15:05:28.784,,,,,4498.0
2021-07-26 15:05:31.074,655.0,,,,
2021-07-26 15:05:31.160,,651.0,,,
2021-07-26 15:05:31.658,,,,583.0,
2021-07-26 15:05:34.799,,,,,4498.0
2021-07-26 15:05:36.062,655.0,,,,
2021-07-26 15:05:37.719,,652.0,,,
2021-07-26 15:05:39.865,,,,583.0,
2021-07-26 15:05:40.811,,,,,4541.0
2021-07-26 15:05:41.059,655.0,,,,
2021-07-26 15:05:44.279,,652.0,,,
2021-07-26 15:05:46.048,655.0,,,,
2021-07-26 15:05:46.826,,,,,4498.0
2021-07-26 15:05:48.059,,,,583.0,
2021-07-26 15:05:50.849,,651.0,,,
2021-07-26 15:05:51.042,655.0,,,,
2021-07-26 15:05:52.838,,,,,4541.0
2021-07-26 15:05:56.033,655.0,,,,
2021-07-26 15:05:56.241,,,,583.0,
2021-07-26 15:05:57.410,,652.0,,,
2021-07-26 15:05:58.851,,,,,4498.0
2021-07-26 15:06:01.023,655.0,,,,
2021-07-26 15:06:03.969,,652.0,,,
2021-07-26 15:06:04.446,,,,584.0,
2021-07-26 15:06:04.867,,,,,4498.0
2021-07-26 15:06:06.018,655.0,,,,
2021-07-26 15:06:10.530,,652.0,,,
2021-07-26 15:06:10.881,,,,,4541.0
2021-07-26 15:06:11.012,656.0,,,,
2021-07-26 15:06:12.629,,,,584.0,
2021-07-26 15:06:16.008,656.0,,,,
2021-07-26 15:06:16.898,,,,,4498.0
2021-07-26 15:06:20.823,,,,583.0,
2021-07-26 15:06:20.997,656.0,,,,
2021-07-26 15:06:22.901,,,,,4498.0
2021-07-26 15:06:23.650,,649.0,,,
2021-07-26 15:06:25.997,655.0,,,,
2021-07-26 15:06:28.914,,,,,4541.0
2021-07-26 15:06:29.014,,,,583.0,
2021-07-26 15:06:30.210,,650.0,,,
2021-07-26 15:06:30.983,655.0,,,,
2021-07-26 15:06:34.930,,,,,4498.0
2021-07-26 15:06:35.981,655.0,,,,
2021-07-26 15:06:36.770,,651.0,,,
2021-07-26 15:06:37.206,,,,584.0,
2021-07-26 15:06:40.943,,,,,4498.0
2021-07-26 15:06:40.967,656.0,,,,
2021-07-26 15:06:43.330,,651.0,,,
2021-07-26 15:06:45.401,,,,585.0,
2021-07-26 15:06:45.968,657.0,,,,
2021-07-26 15:06:46.958,,,,,4498.0
2021-07-26 15:06:49.890,,650.0,,,
2021-07-26 15:06:50.964,657.0,,,,
2021-07-26 15:06:52.971,,,,,4498.0
2021-07-26 15:06:53.595,,,,585.0,
