sensor,concentracion,Error,TR+,M,D_r
scd30,517ppm,28.5644594594595,0.13656666666666667,488.5405405405405,517.105
sen0220,517ppm,17.823571428571427,1.4225166666666667,534.9285714285714,517.105
s8lp,517ppm,32.46524793388426,1.8317,549.5702479338843,517.105
cjmcu811,517ppm,3094.965,10.42345,3612.07,517.105
