ts,sen0220
2021-09-23 18:59:58.777,1036.0
2021-09-23 18:59:53.242,1036.0
2021-09-23 18:59:48.777,1036.0
2021-09-23 18:59:43.243,1036.0
2021-09-23 18:59:38.777,1037.0
2021-09-23 18:59:33.241,1038.0
2021-09-23 18:59:28.776,1038.0
2021-09-23 18:59:23.241,1038.0
2021-09-23 18:59:18.778,1038.0
2021-09-23 18:59:13.247,1039.0
2021-09-23 18:59:08.777,1039.0
2021-09-23 18:59:03.243,1039.0
2021-09-23 18:58:58.778,1039.0
2021-09-23 18:58:53.246,1038.0
2021-09-23 18:58:48.776,1037.0
2021-09-23 18:58:43.243,1038.0
2021-09-23 18:58:38.777,1039.0
2021-09-23 18:58:33.243,1040.0
2021-09-23 18:58:28.780,1040.0
2021-09-23 18:58:23.242,1040.0
2021-09-23 18:58:18.778,1039.0
2021-09-23 18:58:13.243,1037.0
2021-09-23 18:58:08.777,1038.0
2021-09-23 18:58:03.242,1038.0
2021-09-23 18:57:58.778,1036.0
2021-09-23 18:57:53.243,1035.0
2021-09-23 18:57:48.773,1035.0
2021-09-23 18:57:43.242,1035.0
2021-09-23 18:57:38.778,1035.0
2021-09-23 18:57:33.243,1035.0
2021-09-23 18:57:28.778,1034.0
2021-09-23 18:57:23.245,1033.0
2021-09-23 18:57:18.778,1033.0
2021-09-23 18:57:13.243,1034.0
2021-09-23 18:57:08.778,1035.0
2021-09-23 18:57:03.242,1036.0
2021-09-23 18:56:58.778,1037.0
2021-09-23 18:56:53.242,1036.0
2021-09-23 18:56:48.778,1036.0
2021-09-23 18:56:43.243,1035.0
2021-09-23 18:56:38.777,1035.0
2021-09-23 18:56:33.242,1035.0
2021-09-23 18:56:28.776,1035.0
2021-09-23 18:56:23.241,1035.0
2021-09-23 18:56:18.776,1036.0
2021-09-23 18:56:13.241,1036.0
2021-09-23 18:56:08.776,1036.0
2021-09-23 18:56:03.242,1036.0
2021-09-23 18:55:58.775,1036.0
2021-09-23 18:55:53.239,1037.0
2021-09-23 18:55:48.776,1037.0
2021-09-23 18:55:43.241,1037.0
2021-09-23 18:55:38.776,1036.0
2021-09-23 18:55:33.240,1036.0
2021-09-23 18:55:28.779,1035.0
2021-09-23 18:55:23.241,1036.0
2021-09-23 18:55:18.775,1036.0
2021-09-23 18:55:13.242,1037.0
2021-09-23 18:55:08.776,1036.0
2021-09-23 18:55:03.240,1036.0
2021-09-23 18:54:58.774,1035.0
2021-09-23 18:54:53.244,1034.0
2021-09-23 18:54:48.777,1033.0
2021-09-23 18:54:43.241,1033.0
2021-09-23 18:54:38.775,1034.0
2021-09-23 18:54:33.241,1034.0
2021-09-23 18:54:28.776,1034.0
2021-09-23 18:54:23.241,1032.0
2021-09-23 18:54:18.776,1033.0
2021-09-23 18:54:13.241,1035.0
2021-09-23 18:54:08.777,1035.0
2021-09-23 18:54:03.241,1037.0
2021-09-23 18:53:58.776,1037.0
2021-09-23 18:53:53.242,1037.0
2021-09-23 18:53:48.775,1034.0
2021-09-23 18:53:43.243,1032.0
2021-09-23 18:53:38.776,1033.0
2021-09-23 18:53:33.241,1033.0
2021-09-23 18:53:28.775,1034.0
2021-09-23 18:53:23.242,1034.0
2021-09-23 18:53:18.777,1035.0
2021-09-23 18:53:13.241,1034.0
2021-09-23 18:53:08.774,1035.0
2021-09-23 18:53:03.242,1034.0
2021-09-23 18:52:58.776,1034.0
2021-09-23 18:52:53.242,1033.0
2021-09-23 18:52:48.771,1033.0
2021-09-23 18:52:43.243,1033.0
2021-09-23 18:52:38.776,1033.0
2021-09-23 18:52:33.241,1033.0
2021-09-23 18:52:28.774,1033.0
2021-09-23 18:52:23.242,1034.0
2021-09-23 18:52:18.777,1033.0
2021-09-23 18:52:13.241,1035.0
2021-09-23 18:52:08.776,1034.0
2021-09-23 18:52:03.241,1034.0
2021-09-23 18:51:58.777,1033.0
2021-09-23 18:51:53.241,1033.0
2021-09-23 18:51:48.777,1033.0
2021-09-23 18:51:43.242,1033.0
2021-09-23 18:51:38.777,1033.0
2021-09-23 18:51:33.242,1034.0
2021-09-23 18:51:28.777,1033.0
2021-09-23 18:51:23.241,1032.0
2021-09-23 18:51:18.776,1033.0
2021-09-23 18:51:13.243,1034.0
2021-09-23 18:51:08.776,1035.0
2021-09-23 18:51:03.241,1034.0
2021-09-23 18:50:58.778,1035.0
2021-09-23 18:50:53.242,1034.0
2021-09-23 18:50:48.777,1034.0
2021-09-23 18:50:43.243,1034.0
2021-09-23 18:50:38.777,1035.0
2021-09-23 18:50:33.243,1034.0
2021-09-23 18:50:28.776,1034.0
2021-09-23 18:50:23.243,1033.0
2021-09-23 18:50:18.775,1034.0
2021-09-23 18:50:13.241,1033.0
2021-09-23 18:50:08.777,1034.0
2021-09-23 18:50:03.243,1035.0
2021-09-23 18:49:58.774,1035.0
2021-09-23 18:49:53.243,1035.0
2021-09-23 18:49:48.779,1035.0
2021-09-23 18:49:43.242,1033.0
2021-09-23 18:49:38.773,1032.0
2021-09-23 18:49:33.242,1032.0
2021-09-23 18:49:28.777,1032.0
2021-09-23 18:49:23.243,1033.0
2021-09-23 18:49:18.779,1033.0
2021-09-23 18:49:13.242,1032.0
2021-09-23 18:49:08.777,1033.0
2021-09-23 18:49:03.242,1032.0
2021-09-23 18:48:58.777,1032.0
2021-09-23 18:48:53.242,1030.0
2021-09-23 18:48:48.778,1029.0
2021-09-23 18:48:43.243,1029.0
2021-09-23 18:48:38.779,1029.0
2021-09-23 18:48:33.242,1028.0
2021-09-23 18:48:28.779,1028.0
2021-09-23 18:48:23.241,1028.0
2021-09-23 18:48:18.778,1029.0
2021-09-23 18:48:13.244,1029.0
2021-09-23 18:48:08.778,1030.0
2021-09-23 18:48:03.243,1028.0
2021-09-23 18:47:58.778,1028.0
2021-09-23 18:47:53.244,1028.0
2021-09-23 18:47:48.779,1028.0
2021-09-23 18:47:43.242,1030.0
2021-09-23 18:47:38.778,1031.0
2021-09-23 18:47:33.242,1033.0
2021-09-23 18:47:28.774,1034.0
2021-09-23 18:47:23.242,1034.0
2021-09-23 18:47:18.778,1034.0
2021-09-23 18:47:13.243,1034.0
2021-09-23 18:47:08.778,1035.0
2021-09-23 18:47:03.256,1034.0
2021-09-23 18:46:58.778,1034.0
2021-09-23 18:46:53.243,1034.0
2021-09-23 18:46:48.777,1035.0
2021-09-23 18:46:43.243,1034.0
2021-09-23 18:46:38.778,1034.0
2021-09-23 18:46:33.242,1032.0
2021-09-23 18:46:28.778,1032.0
2021-09-23 18:46:23.243,1031.0
2021-09-23 18:46:18.779,1030.0
2021-09-23 18:46:13.243,1030.0
2021-09-23 18:46:08.778,1029.0
2021-09-23 18:46:03.244,1028.0
