ts,cdm4160,cjmcu811,sen0219,t3022,mh-z14a,sen0220,s8lp
2021-06-30 02:06:23.443,,3848.0,,,,,
2021-06-30 02:06:29.446,,3848.0,,,,,
2021-06-30 02:06:29.533,271.0,,,,,,
2021-06-30 02:06:30.049,,,,,,396.0,
2021-06-30 02:06:33.906,,,521.0,450.0,-1.0,,
2021-06-30 02:06:35.477,,3848.0,,,,,
2021-06-30 02:06:36.104,302.0,,,,,,
2021-06-30 02:06:36.619,,,,,,396.0,
2021-06-30 02:06:41.508,,3848.0,,,,,
2021-06-30 02:06:42.674,290.0,,,,,,
2021-06-30 02:06:43.190,,,,,,395.0,
2021-06-30 02:06:47.538,,3848.0,,,,,
2021-06-30 02:06:49.245,317.0,,,,,,
2021-06-30 02:06:49.517,,,793.0,450.0,-1.0,,
2021-06-30 02:06:49.759,,,,,,395.0,
2021-06-30 02:06:53.571,,3848.0,,,,,
2021-06-30 02:06:55.804,289.0,,,,,,
2021-06-30 02:06:56.319,,,,,,396.0,
2021-06-30 02:06:59.605,,3848.0,,,,,
2021-06-30 02:07:02.374,313.0,,,,,,
2021-06-30 02:07:02.889,,,,,,398.0,
2021-06-30 02:07:05.375,,,771.0,449.0,-1.0,,
2021-06-30 02:07:05.639,,3848.0,,,,,
2021-06-30 02:07:08.944,275.0,,,,,,
2021-06-30 02:07:09.460,,,,,,397.0,
2021-06-30 02:07:11.667,,3848.0,,,,,
2021-06-30 02:07:15.514,296.0,,,,,,
2021-06-30 02:07:16.029,,,,,,397.0,
2021-06-30 02:07:17.697,,3873.0,,,,,
2021-06-30 02:07:21.025,,,853.0,448.0,-1.0,,
2021-06-30 02:07:22.084,275.0,,,,,,
2021-06-30 02:07:22.599,,,,,,397.0,
2021-06-30 02:07:23.724,,3848.0,,,,,
2021-06-30 02:07:28.654,313.0,,,,,,
2021-06-30 02:07:29.169,,,,,,397.0,
2021-06-30 02:07:29.754,,3848.0,,,,,
2021-06-30 02:07:35.214,290.0,,,,,,
2021-06-30 02:07:35.730,,,,,,396.0,
2021-06-30 02:07:35.804,,3873.0,,,,,
2021-06-30 02:07:36.617,,,653.0,447.0,-1.0,,
2021-06-30 02:07:41.784,313.0,,,,,,
2021-06-30 02:07:41.841,,3848.0,,,,,
2021-06-30 02:07:47.844,,3848.0,,,,,
2021-06-30 02:07:48.343,288.0,,,,,,
2021-06-30 02:07:48.859,,,,,,396.0,
2021-06-30 02:07:52.221,,,862.0,446.0,-1.0,,
2021-06-30 02:07:53.873,,3848.0,,,,,
2021-06-30 02:07:54.914,300.0,,,,,,
2021-06-30 02:07:55.429,,,,,,398.0,
2021-06-30 02:07:59.901,,3873.0,,,,,
2021-06-30 02:08:01.490,270.0,,,,,,
2021-06-30 02:08:02.000,,,,,,397.0,
2021-06-30 02:08:05.935,,3873.0,,,,,
2021-06-30 02:08:07.782,,,509.0,446.0,-1.0,,
2021-06-30 02:08:08.045,305.0,,,,,,
2021-06-30 02:08:08.560,,,,,,398.0,
2021-06-30 02:08:11.967,,3848.0,,,,,
2021-06-30 02:08:14.614,292.0,,,,,,
2021-06-30 02:08:15.130,,,,,,396.0,
2021-06-30 02:08:17.996,,3873.0,,,,,
2021-06-30 02:08:21.188,316.0,,,,,,
2021-06-30 02:08:21.699,,,,,,395.0,
2021-06-30 02:08:23.374,,,962.0,446.0,-1.0,,
2021-06-30 02:08:24.028,,3848.0,,,,,
2021-06-30 02:08:27.747,290.0,,,,,,
2021-06-30 02:08:28.260,,,,,,395.0,
2021-06-30 02:08:30.061,,3848.0,,,,,
2021-06-30 02:08:34.304,293.0,,,,,,
2021-06-30 02:08:34.820,,,,,,395.0,
2021-06-30 02:08:36.089,,3848.0,,,,,
2021-06-30 02:08:39.169,,,562.0,446.0,-1.0,,
2021-06-30 02:08:40.874,276.0,,,,,,
2021-06-30 02:08:41.390,,,,,,395.0,
2021-06-30 02:08:42.120,,3848.0,,,,,
2021-06-30 02:08:47.445,270.0,,,,,,
2021-06-30 02:08:47.962,,,,,,394.0,
2021-06-30 02:08:48.150,,3848.0,,,,,
2021-06-30 02:08:54.015,281.0,,,,,,
2021-06-30 02:08:54.180,,3848.0,,,,,
2021-06-30 02:08:54.848,,,862.0,446.0,-1.0,,
2021-06-30 02:09:00.185,,3848.0,,,,,
2021-06-30 02:09:00.574,294.0,,,,,,
2021-06-30 02:09:01.090,,,,,,395.0,
2021-06-30 02:09:06.212,,3848.0,,,,,
2021-06-30 02:09:07.145,325.0,,,,,,
2021-06-30 02:09:07.660,,,,,,396.0,
2021-06-30 02:09:10.340,,,762.0,447.0,-1.0,,
2021-06-30 02:09:12.243,,3848.0,,,,,
2021-06-30 02:09:13.704,293.0,,,,,,
2021-06-30 02:09:14.220,,,,,,396.0,
2021-06-30 02:09:18.276,,3848.0,,,,,
2021-06-30 02:09:20.264,325.0,,,,,,
2021-06-30 02:09:20.780,,,,,,397.0,
2021-06-30 02:09:24.310,,3848.0,,,,,
2021-06-30 02:09:25.895,,,1003.0,448.0,-1.0,,
2021-06-30 02:09:26.835,277.0,,,,,,
2021-06-30 02:09:27.350,,,,,,397.0,
2021-06-30 02:09:30.344,,3848.0,,,,,
2021-06-30 02:09:33.405,301.0,,,,,,
2021-06-30 02:09:33.920,,,,,,396.0,
2021-06-30 02:09:36.380,,3848.0,,,,,
2021-06-30 02:09:39.975,289.0,,,,,,
2021-06-30 02:09:40.490,,,,,,397.0,
2021-06-30 02:09:41.459,,,509.0,448.0,-1.0,,
2021-06-30 02:09:42.413,,3848.0,,,,,
2021-06-30 02:09:46.545,305.0,,,,,,
2021-06-30 02:09:47.060,,,,,,397.0,
2021-06-30 02:09:48.446,,3848.0,,,,,
2021-06-30 02:09:53.117,295.0,,,,,,
2021-06-30 02:09:53.630,,,,,,397.0,
2021-06-30 02:09:54.474,,3848.0,,,,,
2021-06-30 02:09:57.019,,,1084.0,448.0,-1.0,,
2021-06-30 02:09:59.685,317.0,,,,,,
2021-06-30 02:10:00.200,,,,,,397.0,
2021-06-30 02:10:00.505,,3848.0,,,,,
2021-06-30 02:10:06.246,290.0,,,,,,
2021-06-30 02:10:06.533,,3848.0,,,,,
2021-06-30 02:10:12.536,,3848.0,,,,,
2021-06-30 02:10:12.561,,,662.0,449.0,-1.0,,
2021-06-30 02:10:12.805,299.0,,,,,,
2021-06-30 02:10:13.320,,,,,,394.0,
2021-06-30 02:10:18.568,,3848.0,,,,,
2021-06-30 02:10:19.364,256.0,,,,,,
2021-06-30 02:10:19.880,,,,,,394.0,
2021-06-30 02:10:24.600,,3848.0,,,,,
2021-06-30 02:10:25.935,318.0,,,,,,
2021-06-30 02:10:26.450,,,,,,394.0,
2021-06-30 02:10:28.114,,,653.0,450.0,-1.0,,
2021-06-30 02:10:30.629,,3848.0,,,,,
2021-06-30 02:10:32.507,293.0,,,,,,
2021-06-30 02:10:33.021,,,,,,396.0,
2021-06-30 02:10:36.660,,3848.0,,,,,
2021-06-30 02:10:39.075,317.0,,,,,,
2021-06-30 02:10:39.590,,,,,,395.0,
2021-06-30 02:10:42.688,,3848.0,,,,,
2021-06-30 02:10:43.671,,,871.0,450.0,-1.0,,
2021-06-30 02:10:45.645,294.0,,,,,,
2021-06-30 02:10:46.161,,,,,,395.0,
2021-06-30 02:10:48.714,,3848.0,,,,,
2021-06-30 02:10:52.205,314.0,,,,,,
2021-06-30 02:10:52.720,,,,,,394.0,
2021-06-30 02:10:54.744,,3848.0,,,,,
2021-06-30 02:10:58.765,274.0,,,,,,
2021-06-30 02:10:59.258,,,631.0,449.0,-1.0,,
2021-06-30 02:10:59.280,,,,,,393.0,
2021-06-30 02:11:00.780,,3848.0,,,,,
2021-06-30 02:11:05.336,289.0,,,,,,
2021-06-30 02:11:05.851,,,,,,392.0,
2021-06-30 02:11:06.810,,3848.0,,,,,
2021-06-30 02:11:11.895,295.0,,,,,,
2021-06-30 02:11:12.411,,,,,,393.0,
2021-06-30 02:11:12.842,,3848.0,,,,,
2021-06-30 02:11:14.789,,,1125.0,449.0,-1.0,,
2021-06-30 02:11:18.466,323.0,,,,,,
2021-06-30 02:11:18.871,,3848.0,,,,,
2021-06-30 02:11:24.874,,3848.0,,,,,
2021-06-30 02:11:25.026,291.0,,,,,,
2021-06-30 02:11:25.541,,,,,,394.0,
2021-06-30 02:11:30.335,,,653.0,449.0,-1.0,,
2021-06-30 02:11:30.907,,3848.0,,,,,
2021-06-30 02:11:31.586,317.0,,,,,,
2021-06-30 02:11:32.101,,,,,,394.0,
2021-06-30 02:11:36.936,,3848.0,,,,,
2021-06-30 02:11:38.157,286.0,,,,,,
2021-06-30 02:11:38.671,,,,,,396.0,
2021-06-30 02:11:42.964,,3848.0,,,,,
2021-06-30 02:11:44.716,277.0,,,,,,
2021-06-30 02:11:45.231,,,,,,395.0,
2021-06-30 02:11:45.891,,,953.0,449.0,-1.0,,
2021-06-30 02:11:48.994,,3848.0,,,,,
2021-06-30 02:11:51.279,263.0,,,,,,
2021-06-30 02:11:51.791,,,,,,394.0,
2021-06-30 02:11:55.024,,3848.0,,,,,
2021-06-30 02:11:57.835,290.0,,,,,,
2021-06-30 02:11:58.351,,,,,,396.0,
2021-06-30 02:12:01.054,,3848.0,,,,,
2021-06-30 02:12:01.952,,,793.0,449.0,-1.0,,
2021-06-30 02:12:04.406,294.0,,,,,,
2021-06-30 02:12:04.922,,,,,,397.0,
2021-06-30 02:12:07.084,,3848.0,,,,,
2021-06-30 02:12:10.976,289.0,,,,,,
2021-06-30 02:12:11.492,,,,,,396.0,
2021-06-30 02:12:13.110,,3848.0,,,,,
2021-06-30 02:12:17.546,289.0,,,,,,
2021-06-30 02:12:18.062,,,,,,396.0,
2021-06-30 02:12:19.146,,3848.0,,,,,
2021-06-30 02:12:20.021,,,571.0,449.0,-1.0,,
2021-06-30 02:12:24.116,282.0,,,,,,
2021-06-30 02:12:24.632,,,,,,396.0,
2021-06-30 02:12:25.177,,3848.0,,,,,
2021-06-30 02:12:30.686,309.0,,,,,,
2021-06-30 02:12:31.204,,3848.0,,,,,
2021-06-30 02:12:35.575,,,943.0,450.0,-1.0,,
2021-06-30 02:12:37.207,,3848.0,,,,,
2021-06-30 02:12:37.256,265.0,,,,,,
2021-06-30 02:12:37.772,,,,,,398.0,
2021-06-30 02:12:43.239,,3848.0,,,,,
2021-06-30 02:12:43.826,327.0,,,,,,
2021-06-30 02:12:44.341,,,,,,397.0,
2021-06-30 02:12:49.274,,3848.0,,,,,
2021-06-30 02:12:50.397,293.0,,,,,,
2021-06-30 02:12:50.912,,,,,,397.0,
2021-06-30 02:12:51.131,,,621.0,450.0,-1.0,,
2021-06-30 02:12:55.308,,3848.0,,,,,
2021-06-30 02:12:56.956,321.0,,,,,,
2021-06-30 02:12:57.473,,,,,,424.0,
2021-06-30 02:13:01.345,,3848.0,,,,,
2021-06-30 02:13:03.526,296.0,,,,,,
2021-06-30 02:13:04.042,,,,,,416.0,
2021-06-30 02:13:06.856,,,912.0,451.0,-1.0,,
2021-06-30 02:13:07.371,,3848.0,,,,,
2021-06-30 02:13:10.098,306.0,,,,,,
2021-06-30 02:13:10.612,,,,,,409.0,
2021-06-30 02:13:13.405,,3848.0,,,,,
2021-06-30 02:13:16.657,274.0,,,,,,
2021-06-30 02:13:17.172,,,,,,404.0,
2021-06-30 02:13:19.434,,3848.0,,,,,
2021-06-30 02:13:22.503,,,509.0,452.0,-1.0,,
2021-06-30 02:13:23.227,298.0,,,,,,
2021-06-30 02:13:23.742,,,,,,401.0,
2021-06-30 02:13:25.470,,3848.0,,,,,
2021-06-30 02:13:29.797,294.0,,,,,,
2021-06-30 02:13:30.312,,,,,,399.0,
2021-06-30 02:13:31.498,,3830.0,,,,,
2021-06-30 02:13:36.357,317.0,,,,,,
2021-06-30 02:13:36.872,,,,,,398.0,
2021-06-30 02:13:37.529,,3848.0,,,,,
2021-06-30 02:13:38.119,,,975.0,451.0,-1.0,,
2021-06-30 02:13:42.917,294.0,,,,,,
2021-06-30 02:13:43.432,,,,,,399.0,
2021-06-30 02:13:43.561,,3848.0,,,,,
2021-06-30 02:13:49.477,319.0,,,,,,
2021-06-30 02:13:49.595,,3848.0,,,,,
2021-06-30 02:13:53.718,,,509.0,452.0,-1.0,,
2021-06-30 02:13:55.598,,3848.0,,,,,
2021-06-30 02:13:56.037,279.0,,,,,,
2021-06-30 02:13:56.553,,,,,,398.0,
2021-06-30 02:14:01.634,,3830.0,,,,,
2021-06-30 02:14:02.597,299.0,,,,,,
2021-06-30 02:14:03.112,,,,,,397.0,
2021-06-30 02:14:07.663,,3848.0,,,,,
2021-06-30 02:14:09.157,271.0,,,,,,
2021-06-30 02:14:09.279,,,681.0,452.0,-1.0,,
2021-06-30 02:14:09.672,,,,,,397.0,
2021-06-30 02:14:13.694,,3848.0,,,,,
2021-06-30 02:14:15.717,318.0,,,,,,
2021-06-30 02:14:16.232,,,,,,397.0,
2021-06-30 02:14:19.720,,3848.0,,,,,
2021-06-30 02:14:22.287,297.0,,,,,,
2021-06-30 02:14:22.803,,,,,,397.0,
2021-06-30 02:14:24.842,,,509.0,453.0,-1.0,,
2021-06-30 02:14:25.752,,3830.0,,,,,
2021-06-30 02:14:28.847,318.0,,,,,,
2021-06-30 02:14:29.363,,,,,,395.0,
2021-06-30 02:14:31.783,,3830.0,,,,,
2021-06-30 02:14:35.418,296.0,,,,,,
2021-06-30 02:14:35.933,,,,,,394.0,
2021-06-30 02:14:37.812,,3830.0,,,,,
2021-06-30 02:14:40.437,,,821.0,453.0,-1.0,,
2021-06-30 02:14:41.978,303.0,,,,,,
2021-06-30 02:14:42.494,,,,,,394.0,
2021-06-30 02:14:43.840,,3830.0,,,,,
2021-06-30 02:14:48.547,274.0,,,,,,
2021-06-30 02:14:49.063,,,,,,394.0,
2021-06-30 02:14:49.870,,3830.0,,,,,
2021-06-30 02:14:55.107,303.0,,,,,,
2021-06-30 02:14:55.623,,,,,,395.0,
2021-06-30 02:14:55.892,,3830.0,,,,,
2021-06-30 02:14:56.143,,,600.0,453.0,-1.0,,
2021-06-30 02:15:01.679,294.0,,,,,,
2021-06-30 02:15:01.927,,3830.0,,,,,
2021-06-30 02:15:07.932,,3830.0,,,,,
2021-06-30 02:15:08.252,293.0,,,,,,
2021-06-30 02:15:08.767,,,,,,395.0,
2021-06-30 02:15:11.698,,,925.0,453.0,-1.0,,
2021-06-30 02:15:13.959,,3830.0,,,,,
2021-06-30 02:15:14.818,295.0,,,,,,
2021-06-30 02:15:15.335,,,,,,395.0,
2021-06-30 02:15:19.990,,3830.0,,,,,
2021-06-30 02:15:21.377,296.0,,,,,,
2021-06-30 02:15:21.893,,,,,,395.0,
2021-06-30 02:15:26.020,,3830.0,,,,,
2021-06-30 02:15:27.253,,,562.0,452.0,-1.0,,
2021-06-30 02:15:27.949,277.0,,,,,,
2021-06-30 02:15:28.466,,,,,,395.0,
2021-06-30 02:15:32.053,,3848.0,,,,,
2021-06-30 02:15:34.508,271.0,,,,,,
2021-06-30 02:15:35.023,,,,,,395.0,
2021-06-30 02:15:38.082,,3848.0,,,,,
2021-06-30 02:15:41.067,316.0,,,,,,
2021-06-30 02:15:41.583,,,,,,394.0,
2021-06-30 02:15:42.808,,,884.0,451.0,-1.0,,
2021-06-30 02:15:44.116,,3848.0,,,,,
2021-06-30 02:15:47.628,293.0,,,,,,
2021-06-30 02:15:48.143,,,,,,395.0,
2021-06-30 02:15:50.149,,3848.0,,,,,
2021-06-30 02:15:54.198,326.0,,,,,,
2021-06-30 02:15:54.713,,,,,,395.0,
2021-06-30 02:15:56.182,,3830.0,,,,,
2021-06-30 02:15:58.373,,,612.0,449.0,-1.0,,
2021-06-30 02:16:00.758,293.0,,,,,,
2021-06-30 02:16:01.273,,,,,,394.0,
2021-06-30 02:16:02.211,,3830.0,,,,,
2021-06-30 02:16:07.318,324.0,,,,,,
2021-06-30 02:16:07.833,,,,,,395.0,
2021-06-30 02:16:08.245,,3804.0,,,,,
2021-06-30 02:16:13.888,275.0,,,,,,
2021-06-30 02:16:14.038,,,953.0,448.0,-1.0,,
2021-06-30 02:16:14.272,,3830.0,,,,,
2021-06-30 02:16:20.277,,3830.0,,,,,
2021-06-30 02:16:20.448,299.0,,,,,,
2021-06-30 02:16:20.963,,,,,,397.0,
2021-06-30 02:16:26.309,,3830.0,,,,,
2021-06-30 02:16:27.019,289.0,,,,,,
2021-06-30 02:16:27.534,,,,,,397.0,
2021-06-30 02:16:29.626,,,562.0,449.0,-1.0,,
2021-06-30 02:16:32.348,,3804.0,,,,,
2021-06-30 02:16:33.578,321.0,,,,,,
2021-06-30 02:16:34.094,,,,,,397.0,
2021-06-30 02:16:38.380,,3830.0,,,,,
2021-06-30 02:16:40.149,293.0,,,,,,
2021-06-30 02:16:40.664,,,,,,397.0,
2021-06-30 02:16:44.410,,3830.0,,,,,
2021-06-30 02:16:45.149,,,853.0,450.0,-1.0,,
2021-06-30 02:16:46.720,319.0,,,,,,
2021-06-30 02:16:47.234,,,,,,398.0,
2021-06-30 02:16:50.443,,3830.0,,,,,
2021-06-30 02:16:53.289,293.0,,,,,,
2021-06-30 02:16:53.804,,,,,,398.0,
2021-06-30 02:16:57.474,,3830.0,,,,,
2021-06-30 02:16:59.859,304.0,,,,,,
2021-06-30 02:17:00.374,,,,,,396.0,
2021-06-30 02:17:00.735,,,562.0,451.0,-1.0,,
2021-06-30 02:17:03.513,,3830.0,,,,,
2021-06-30 02:17:06.418,269.0,,,,,,
2021-06-30 02:17:06.934,,,,,,396.0,
2021-06-30 02:17:09.543,,3804.0,,,,,
2021-06-30 02:17:12.989,317.0,,,,,,
2021-06-30 02:17:13.504,,,,,,397.0,
2021-06-30 02:17:15.569,,3830.0,,,,,
2021-06-30 02:17:16.462,,,834.0,450.0,-1.0,,
2021-06-30 02:17:19.548,293.0,,,,,,
2021-06-30 02:17:20.064,,,,,,396.0,
2021-06-30 02:17:21.598,,3830.0,,,,,
2021-06-30 02:17:26.119,318.0,,,,,,
2021-06-30 02:17:26.634,,,,,,396.0,
2021-06-30 02:17:27.627,,3830.0,,,,,
2021-06-30 02:17:32.170,,,531.0,450.0,-1.0,,
2021-06-30 02:17:32.689,294.0,,,,,,
2021-06-30 02:17:33.205,,,,,,396.0,
2021-06-30 02:17:33.656,,3830.0,,,,,
2021-06-30 02:17:39.259,319.0,,,,,,
2021-06-30 02:17:39.689,,3804.0,,,,,
2021-06-30 02:17:45.693,,3830.0,,,,,
2021-06-30 02:17:45.829,275.0,,,,,,
2021-06-30 02:17:46.344,,,,,,395.0,
2021-06-30 02:17:47.728,,,1084.0,451.0,-1.0,,
2021-06-30 02:17:51.722,,3830.0,,,,,
2021-06-30 02:17:52.399,293.0,,,,,,
2021-06-30 02:17:52.914,,,,,,394.0,
2021-06-30 02:17:57.751,,3830.0,,,,,
2021-06-30 02:17:58.969,295.0,,,,,,
2021-06-30 02:17:59.488,,,,,,395.0,
2021-06-30 02:18:03.742,,,1065.0,450.0,-1.0,,
2021-06-30 02:18:03.793,,3830.0,,,,,
2021-06-30 02:18:05.530,303.0,,,,,,
2021-06-30 02:18:06.045,,,,,,395.0,
2021-06-30 02:18:09.825,,3804.0,,,,,
2021-06-30 02:18:12.089,299.0,,,,,,
2021-06-30 02:18:12.604,,,,,,395.0,
2021-06-30 02:18:15.854,,3848.0,,,,,
2021-06-30 02:18:18.660,295.0,,,,,,
2021-06-30 02:18:19.175,,,,,,393.0,
2021-06-30 02:18:19.321,,,803.0,450.0,-1.0,,
2021-06-30 02:18:21.884,,3848.0,,,,,
2021-06-30 02:18:25.229,292.0,,,,,,
2021-06-30 02:18:25.745,,,,,,352.0,
2021-06-30 02:18:27.914,,3848.0,,,,,
2021-06-30 02:18:31.789,277.0,,,,,,
2021-06-30 02:18:32.305,,,,,,364.0,
2021-06-30 02:18:33.943,,3848.0,,,,,
2021-06-30 02:18:34.910,,,690.0,451.0,-1.0,,
2021-06-30 02:18:38.359,269.0,,,,,,
2021-06-30 02:18:38.874,,,,,,373.0,
2021-06-30 02:18:39.975,,3848.0,,,,,
2021-06-30 02:18:44.930,293.0,,,,,,
2021-06-30 02:18:45.448,,,,,,380.0,
2021-06-30 02:18:46.005,,3830.0,,,,,
2021-06-30 02:18:50.665,,,943.0,451.0,-1.0,,
2021-06-30 02:18:51.499,327.0,,,,,,
2021-06-30 02:18:52.015,,,,,,385.0,
2021-06-30 02:18:52.034,,3848.0,,,,,
2021-06-30 02:18:58.038,,3848.0,,,,,
2021-06-30 02:18:58.059,296.0,,,,,,
2021-06-30 02:18:58.575,,,,,,388.0,
2021-06-30 02:19:04.072,,3830.0,,,,,
2021-06-30 02:19:04.630,326.0,,,,,,
2021-06-30 02:19:05.145,,,,,,389.0,
2021-06-30 02:19:06.213,,,562.0,452.0,-1.0,,
2021-06-30 02:19:10.105,,3848.0,,,,,
2021-06-30 02:19:11.200,290.0,,,,,,
2021-06-30 02:19:11.715,,,,,,391.0,
2021-06-30 02:19:16.135,,3848.0,,,,,
2021-06-30 02:19:17.770,305.0,,,,,,
2021-06-30 02:19:18.285,,,,,,392.0,
2021-06-30 02:19:21.782,,,871.0,452.0,-1.0,,
2021-06-30 02:19:22.163,,3848.0,,,,,
2021-06-30 02:19:24.340,270.0,,,,,,
2021-06-30 02:19:24.856,,,,,,394.0,
2021-06-30 02:19:28.192,,3830.0,,,,,
2021-06-30 02:19:30.910,320.0,,,,,,
2021-06-30 02:19:31.425,,,,,,395.0,
2021-06-30 02:19:34.221,,3830.0,,,,,
2021-06-30 02:19:37.329,,,509.0,452.0,-1.0,,
2021-06-30 02:19:37.480,295.0,,,,,,
2021-06-30 02:19:37.996,,,,,,396.0,
2021-06-30 02:19:40.247,,3830.0,,,,,
2021-06-30 02:19:44.050,322.0,,,,,,
2021-06-30 02:19:44.565,,,,,,397.0,
2021-06-30 02:19:46.282,,3830.0,,,,,
2021-06-30 02:19:50.610,297.0,,,,,,
2021-06-30 02:19:51.125,,,,,,396.0,
2021-06-30 02:19:52.305,,3830.0,,,,,
2021-06-30 02:19:52.875,,,862.0,452.0,-1.0,,
2021-06-30 02:19:57.170,318.0,,,,,,
2021-06-30 02:19:57.685,,,,,,396.0,
2021-06-30 02:19:58.338,,3848.0,,,,,
2021-06-30 02:20:03.730,278.0,,,,,,
2021-06-30 02:20:04.245,,,,,,396.0,
2021-06-30 02:20:04.370,,3830.0,,,,,
2021-06-30 02:20:08.439,,,562.0,453.0,-1.0,,
2021-06-30 02:20:10.300,293.0,,,,,,
2021-06-30 02:20:10.398,,3830.0,,,,,
2021-06-30 02:20:16.401,,3830.0,,,,,
2021-06-30 02:20:16.860,298.0,,,,,,
2021-06-30 02:20:17.376,,,,,,396.0,
2021-06-30 02:20:22.432,,3830.0,,,,,
2021-06-30 02:20:23.430,322.0,,,,,,
2021-06-30 02:20:23.945,,,,,,395.0,
2021-06-30 02:20:23.977,,,771.0,453.0,-1.0,,
2021-06-30 02:20:28.461,,3830.0,,,,,
2021-06-30 02:20:29.990,297.0,,,,,,
2021-06-30 02:20:30.506,,,,,,395.0,
2021-06-30 02:20:34.489,,3848.0,,,,,
2021-06-30 02:20:36.560,319.0,,,,,,
2021-06-30 02:20:37.076,,,,,,396.0,
2021-06-30 02:20:39.552,,,521.0,454.0,-1.0,,
2021-06-30 02:20:40.519,,3830.0,,,,,
2021-06-30 02:20:43.120,288.0,,,,,,
2021-06-30 02:20:43.636,,,,,,396.0,
2021-06-30 02:20:46.551,,3830.0,,,,,
2021-06-30 02:20:49.682,302.0,,,,,,
2021-06-30 02:20:50.196,,,,,,398.0,
2021-06-30 02:20:52.586,,3830.0,,,,,
2021-06-30 02:20:55.108,,,884.0,453.0,-1.0,,
2021-06-30 02:20:56.251,267.0,,,,,,
2021-06-30 02:20:56.766,,,,,,398.0,
2021-06-30 02:20:58.617,,3830.0,,,,,
2021-06-30 02:21:02.821,315.0,,,,,,
2021-06-30 02:21:03.336,,,,,,399.0,
2021-06-30 02:21:04.649,,3830.0,,,,,
2021-06-30 02:21:09.391,291.0,,,,,,
2021-06-30 02:21:09.906,,,,,,400.0,
2021-06-30 02:21:10.679,,3848.0,,,,,
2021-06-30 02:21:10.775,,,640.0,453.0,-1.0,,
2021-06-30 02:21:15.950,289.0,,,,,,
2021-06-30 02:21:16.466,,,,,,401.0,
2021-06-30 02:21:16.710,,3830.0,,,,,
2021-06-30 02:21:22.510,289.0,,,,,,
2021-06-30 02:21:22.739,,3830.0,,,,,
2021-06-30 02:21:26.311,,,834.0,454.0,-1.0,,
2021-06-30 02:21:28.741,,3830.0,,,,,
2021-06-30 02:21:29.071,287.0,,,,,,
2021-06-30 02:21:29.586,,,,,,399.0,
2021-06-30 02:21:34.771,,3830.0,,,,,
2021-06-30 02:21:35.630,275.0,,,,,,
2021-06-30 02:21:36.146,,,,,,401.0,
2021-06-30 02:21:40.800,,3830.0,,,,,
2021-06-30 02:21:41.911,,,762.0,454.0,-1.0,,
2021-06-30 02:21:42.190,264.0,,,,,,
2021-06-30 02:21:42.705,,,,,,400.0,
2021-06-30 02:21:46.829,,3848.0,,,,,
2021-06-30 02:21:48.750,286.0,,,,,,
2021-06-30 02:21:49.265,,,,,,402.0,
2021-06-30 02:21:52.857,,3848.0,,,,,
2021-06-30 02:21:55.325,290.0,,,,,,
2021-06-30 02:21:55.840,,,,,,401.0,
2021-06-30 02:21:57.524,,,903.0,453.0,-1.0,,
2021-06-30 02:21:58.887,,3848.0,,,,,
2021-06-30 02:22:01.891,321.0,,,,,,
2021-06-30 02:22:02.405,,,,,,401.0,
2021-06-30 02:22:04.917,,3848.0,,,,,
2021-06-30 02:22:08.460,290.0,,,,,,
2021-06-30 02:22:08.975,,,,,,401.0,
2021-06-30 02:22:10.949,,3848.0,,,,,
2021-06-30 02:22:13.123,,,590.0,453.0,-1.0,,
2021-06-30 02:22:15.020,317.0,,,,,,
2021-06-30 02:22:15.535,,,,,,400.0,
2021-06-30 02:22:16.984,,3848.0,,,,,
2021-06-30 02:22:21.580,274.0,,,,,,
2021-06-30 02:22:22.097,,,,,,399.0,
2021-06-30 02:22:23.017,,3848.0,,,,,
2021-06-30 02:22:28.140,293.0,,,,,,
2021-06-30 02:22:28.655,,,,,,399.0,
2021-06-30 02:22:28.737,,,853.0,453.0,-1.0,,
2021-06-30 02:22:29.047,,3848.0,,,,,
2021-06-30 02:22:34.700,289.0,,,,,,
2021-06-30 02:22:35.074,,3848.0,,,,,
2021-06-30 02:22:41.078,,3830.0,,,,,
2021-06-30 02:22:41.260,317.0,,,,,,
2021-06-30 02:22:41.775,,,,,,400.0,
2021-06-30 02:22:44.350,,,631.0,453.0,-1.0,,
2021-06-30 02:22:47.111,,3830.0,,,,,
2021-06-30 02:22:47.820,289.0,,,,,,
2021-06-30 02:22:48.335,,,,,,399.0,
2021-06-30 02:22:53.144,,3848.0,,,,,
2021-06-30 02:22:54.380,317.0,,,,,,
2021-06-30 02:22:54.896,,,,,,399.0,
2021-06-30 02:22:59.177,,3848.0,,,,,
2021-06-30 02:23:00.017,,,925.0,453.0,-1.0,,
2021-06-30 02:23:00.940,283.0,,,,,,
2021-06-30 02:23:01.527,,,,,,401.0,
2021-06-30 02:23:05.208,,3848.0,,,,,
2021-06-30 02:23:07.500,301.0,,,,,,
2021-06-30 02:23:08.015,,,,,,401.0,
2021-06-30 02:23:11.240,,3848.0,,,,,
2021-06-30 02:23:14.071,263.0,,,,,,
2021-06-30 02:23:14.585,,,,,,400.0,
2021-06-30 02:23:15.584,,,521.0,454.0,-1.0,,
2021-06-30 02:23:17.266,,3830.0,,,,,
2021-06-30 02:23:20.630,314.0,,,,,,
2021-06-30 02:23:21.145,,,,,,401.0,
2021-06-30 02:23:23.301,,3830.0,,,,,
