Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,532 ppm,,,,13/09/2021 09:46:24 a. m.
2,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,536 ppm,,,,13/09/2021 09:46:25 a. m.
3,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,537 ppm,,,,13/09/2021 09:46:26 a. m.
4,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,538 ppm,,,,13/09/2021 09:46:27 a. m.
5,,25.6 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,538 ppm,,,,13/09/2021 09:46:28 a. m.
6,,25.6 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,538 ppm,,,,13/09/2021 09:46:29 a. m.
7,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,538 ppm,,,,13/09/2021 09:46:30 a. m.
8,,25.5 °C,21.4 °C,20.0 °C,72.1 %,1 ppm,539 ppm,,,,13/09/2021 09:46:31 a. m.
9,,25.5 °C,21.4 °C,20.0 °C,72.1 %,1 ppm,539 ppm,,,,13/09/2021 09:46:32 a. m.
10,,25.5 °C,21.4 °C,20.0 °C,72.1 %,1 ppm,540 ppm,,,,13/09/2021 09:46:33 a. m.
11,,25.5 °C,21.4 °C,20.0 °C,72.1 %,1 ppm,540 ppm,,,,13/09/2021 09:46:34 a. m.
12,,25.5 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,541 ppm,,,,13/09/2021 09:46:35 a. m.
13,,25.6 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,542 ppm,,,,13/09/2021 09:46:36 a. m.
14,,25.6 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,544 ppm,,,,13/09/2021 09:46:37 a. m.
15,,25.6 °C,21.5 °C,20.1 °C,72.1 %,1 ppm,544 ppm,,,,13/09/2021 09:46:38 a. m.
16,,25.6 °C,21.6 °C,20.2 °C,72.1 %,1 ppm,545 ppm,,,,13/09/2021 09:46:39 a. m.
17,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,545 ppm,,,,13/09/2021 09:46:40 a. m.
18,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,547 ppm,,,,13/09/2021 09:46:41 a. m.
19,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,547 ppm,,,,13/09/2021 09:46:42 a. m.
20,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,547 ppm,,,,13/09/2021 09:46:43 a. m.
21,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,547 ppm,,,,13/09/2021 09:46:44 a. m.
22,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,544 ppm,,,,13/09/2021 09:46:45 a. m.
23,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,544 ppm,,,,13/09/2021 09:46:46 a. m.
24,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,543 ppm,,,,13/09/2021 09:46:47 a. m.
25,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,543 ppm,,,,13/09/2021 09:46:48 a. m.
26,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,545 ppm,,,,13/09/2021 09:46:49 a. m.
27,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,545 ppm,,,,13/09/2021 09:46:50 a. m.
28,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,546 ppm,,,,13/09/2021 09:46:51 a. m.
29,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,546 ppm,,,,13/09/2021 09:46:52 a. m.
30,,25.6 °C,21.6 °C,20.2 °C,72.2 %,1 ppm,549 ppm,,,,13/09/2021 09:46:53 a. m.
