Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,476 ppm,,,,13/09/2021 11:01:29 a. m.
2,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,476 ppm,,,,13/09/2021 11:01:30 a. m.
3,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,479 ppm,,,,13/09/2021 11:01:31 a. m.
4,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,479 ppm,,,,13/09/2021 11:01:32 a. m.
5,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,480 ppm,,,,13/09/2021 11:01:33 a. m.
6,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,480 ppm,,,,13/09/2021 11:01:34 a. m.
7,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,480 ppm,,,,13/09/2021 11:01:35 a. m.
8,,25.2 °C,21.3 °C,19.9 °C,72.6 %,2 ppm,480 ppm,,,,13/09/2021 11:01:36 a. m.
9,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,480 ppm,,,,13/09/2021 11:01:37 a. m.
10,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,482 ppm,,,,13/09/2021 11:01:38 a. m.
11,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,482 ppm,,,,13/09/2021 11:01:39 a. m.
12,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,482 ppm,,,,13/09/2021 11:01:40 a. m.
13,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:41 a. m.
14,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:42 a. m.
15,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:43 a. m.
16,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:44 a. m.
17,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:45 a. m.
18,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:46 a. m.
19,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,483 ppm,,,,13/09/2021 11:01:47 a. m.
20,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,484 ppm,,,,13/09/2021 11:01:48 a. m.
21,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,485 ppm,,,,13/09/2021 11:01:49 a. m.
22,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,485 ppm,,,,13/09/2021 11:01:50 a. m.
23,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,484 ppm,,,,13/09/2021 11:01:51 a. m.
24,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,484 ppm,,,,13/09/2021 11:01:52 a. m.
25,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,485 ppm,,,,13/09/2021 11:01:53 a. m.
26,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,485 ppm,,,,13/09/2021 11:01:54 a. m.
27,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,487 ppm,,,,13/09/2021 11:01:55 a. m.
28,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,487 ppm,,,,13/09/2021 11:01:56 a. m.
29,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,488 ppm,,,,13/09/2021 11:01:57 a. m.
30,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,488 ppm,,,,13/09/2021 11:01:58 a. m.
31,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,487 ppm,,,,13/09/2021 11:01:59 a. m.
32,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,487 ppm,,,,13/09/2021 11:02:00 a. m.
33,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,488 ppm,,,,13/09/2021 11:02:01 a. m.
34,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,488 ppm,,,,13/09/2021 11:02:02 a. m.
35,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,489 ppm,,,,13/09/2021 11:02:03 a. m.
36,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,489 ppm,,,,13/09/2021 11:02:04 a. m.
37,,25.2 °C,21.3 °C,19.9 °C,72.6 %,1 ppm,488 ppm,,,,13/09/2021 11:02:05 a. m.
38,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,488 ppm,,,,13/09/2021 11:02:06 a. m.
39,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,489 ppm,,,,13/09/2021 11:02:07 a. m.
40,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,489 ppm,,,,13/09/2021 11:02:08 a. m.
41,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,490 ppm,,,,13/09/2021 11:02:09 a. m.
42,,25.2 °C,21.3 °C,19.9 °C,72.7 %,1 ppm,490 ppm,,,,13/09/2021 11:02:10 a. m.
