Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
23,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,462 ppm,,,,30/06/2021 02:29:54 p. m.
24,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,464 ppm,,,,30/06/2021 02:29:59 p. m.
25,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,464 ppm,,,,30/06/2021 02:30:04 p. m.
26,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,465 ppm,,,,30/06/2021 02:30:09 p. m.
27,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,468 ppm,,,,30/06/2021 02:30:14 p. m.
28,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,465 ppm,,,,30/06/2021 02:30:19 p. m.
29,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,465 ppm,,,,30/06/2021 02:30:24 p. m.
30,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,465 ppm,,,,30/06/2021 02:30:29 p. m.
31,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,471 ppm,,,,30/06/2021 02:30:34 p. m.
32,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,472 ppm,,,,30/06/2021 02:30:39 p. m.
33,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,477 ppm,,,,30/06/2021 02:30:44 p. m.
34,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,473 ppm,,,,30/06/2021 02:30:49 p. m.
35,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,472 ppm,,,,30/06/2021 02:30:54 p. m.
36,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,477 ppm,,,,30/06/2021 02:30:59 p. m.
37,,26.0 °C,21.0 °C,19.2 °C,66.3 %,1 ppm,480 ppm,,,,30/06/2021 02:31:04 p. m.
38,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,483 ppm,,,,30/06/2021 02:31:09 p. m.
39,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,480 ppm,,,,30/06/2021 02:31:14 p. m.
40,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,485 ppm,,,,30/06/2021 02:31:19 p. m.
41,,26.1 °C,21.1 °C,19.3 °C,66.3 %,0 ppm,487 ppm,,,,30/06/2021 02:31:24 p. m.
42,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,498 ppm,,,,30/06/2021 02:31:29 p. m.
43,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,502 ppm,,,,30/06/2021 02:31:34 p. m.
44,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,502 ppm,,,,30/06/2021 02:31:39 p. m.
45,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,504 ppm,,,,30/06/2021 02:31:44 p. m.
46,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,507 ppm,,,,30/06/2021 02:31:49 p. m.
47,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,509 ppm,,,,30/06/2021 02:31:54 p. m.
48,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,510 ppm,,,,30/06/2021 02:31:59 p. m.
49,,26.1 °C,21.1 °C,19.3 °C,66.3 %,0 ppm,511 ppm,,,,30/06/2021 02:32:04 p. m.
50,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,514 ppm,,,,30/06/2021 02:32:09 p. m.
51,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,514 ppm,,,,30/06/2021 02:32:14 p. m.
52,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,511 ppm,,,,30/06/2021 02:32:19 p. m.
53,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,511 ppm,,,,30/06/2021 02:32:24 p. m.
54,,26.1 °C,21.1 °C,19.3 °C,66.3 %,0 ppm,511 ppm,,,,30/06/2021 02:32:29 p. m.
55,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,510 ppm,,,,30/06/2021 02:32:34 p. m.
56,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,510 ppm,,,,30/06/2021 02:32:39 p. m.
57,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,514 ppm,,,,30/06/2021 02:32:44 p. m.
58,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,505 ppm,,,,30/06/2021 02:32:49 p. m.
59,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,509 ppm,,,,30/06/2021 02:32:54 p. m.
60,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,516 ppm,,,,30/06/2021 02:32:59 p. m.
61,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,519 ppm,,,,30/06/2021 02:33:04 p. m.
62,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,516 ppm,,,,30/06/2021 02:33:09 p. m.
63,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,519 ppm,,,,30/06/2021 02:33:14 p. m.
64,,26.1 °C,21.1 °C,19.3 °C,66.3 %,0 ppm,517 ppm,,,,30/06/2021 02:33:19 p. m.
65,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,516 ppm,,,,30/06/2021 02:33:24 p. m.
66,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,519 ppm,,,,30/06/2021 02:33:29 p. m.
67,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,520 ppm,,,,30/06/2021 02:33:34 p. m.
68,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,520 ppm,,,,30/06/2021 02:33:39 p. m.
69,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,520 ppm,,,,30/06/2021 02:33:44 p. m.
70,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,524 ppm,,,,30/06/2021 02:33:49 p. m.
71,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,532 ppm,,,,30/06/2021 02:33:54 p. m.
72,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,535 ppm,,,,30/06/2021 02:33:59 p. m.
73,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,539 ppm,,,,30/06/2021 02:34:04 p. m.
74,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,543 ppm,,,,30/06/2021 02:34:09 p. m.
75,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,542 ppm,,,,30/06/2021 02:34:14 p. m.
76,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,541 ppm,,,,30/06/2021 02:34:19 p. m.
77,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,548 ppm,,,,30/06/2021 02:34:24 p. m.
78,,26.1 °C,21.1 °C,19.3 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:34:29 p. m.
79,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:34:34 p. m.
80,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,548 ppm,,,,30/06/2021 02:34:39 p. m.
81,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,549 ppm,,,,30/06/2021 02:34:44 p. m.
82,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,547 ppm,,,,30/06/2021 02:34:49 p. m.
83,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,547 ppm,,,,30/06/2021 02:34:54 p. m.
84,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:34:59 p. m.
85,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:35:04 p. m.
86,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:35:09 p. m.
87,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,546 ppm,,,,30/06/2021 02:35:14 p. m.
88,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,547 ppm,,,,30/06/2021 02:35:19 p. m.
89,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,549 ppm,,,,30/06/2021 02:35:24 p. m.
90,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:35:29 p. m.
91,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,556 ppm,,,,30/06/2021 02:35:34 p. m.
92,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,555 ppm,,,,30/06/2021 02:35:39 p. m.
93,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,554 ppm,,,,30/06/2021 02:35:44 p. m.
94,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,553 ppm,,,,30/06/2021 02:35:49 p. m.
95,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,555 ppm,,,,30/06/2021 02:35:54 p. m.
96,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,553 ppm,,,,30/06/2021 02:35:59 p. m.
97,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:36:04 p. m.
98,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,548 ppm,,,,30/06/2021 02:36:09 p. m.
99,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,548 ppm,,,,30/06/2021 02:36:14 p. m.
100,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,550 ppm,,,,30/06/2021 02:36:19 p. m.
101,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,553 ppm,,,,30/06/2021 02:36:24 p. m.
102,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,556 ppm,,,,30/06/2021 02:36:29 p. m.
103,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,553 ppm,,,,30/06/2021 02:36:34 p. m.
104,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,558 ppm,,,,30/06/2021 02:36:39 p. m.
105,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,564 ppm,,,,30/06/2021 02:36:44 p. m.
106,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,570 ppm,,,,30/06/2021 02:36:49 p. m.
107,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,568 ppm,,,,30/06/2021 02:36:54 p. m.
108,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,566 ppm,,,,30/06/2021 02:36:59 p. m.
109,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,568 ppm,,,,30/06/2021 02:37:04 p. m.
110,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,569 ppm,,,,30/06/2021 02:37:09 p. m.
111,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,573 ppm,,,,30/06/2021 02:37:14 p. m.
112,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,573 ppm,,,,30/06/2021 02:37:19 p. m.
113,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,574 ppm,,,,30/06/2021 02:37:24 p. m.
114,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,577 ppm,,,,30/06/2021 02:37:29 p. m.
115,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,579 ppm,,,,30/06/2021 02:37:34 p. m.
116,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,583 ppm,,,,30/06/2021 02:37:39 p. m.
117,,26.2 °C,21.2 °C,19.4 °C,66.3 %,0 ppm,584 ppm,,,,30/06/2021 02:37:44 p. m.
118,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,586 ppm,,,,30/06/2021 02:37:49 p. m.
119,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,583 ppm,,,,30/06/2021 02:37:54 p. m.
120,,26.2 °C,21.2 °C,19.4 °C,66.3 %,0 ppm,583 ppm,,,,30/06/2021 02:37:59 p. m.
121,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,584 ppm,,,,30/06/2021 02:38:04 p. m.
122,,26.2 °C,21.2 °C,19.4 °C,66.3 %,1 ppm,576 ppm,,,,30/06/2021 02:38:09 p. m.
123,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,576 ppm,,,,30/06/2021 02:38:14 p. m.
124,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,575 ppm,,,,30/06/2021 02:38:19 p. m.
125,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,580 ppm,,,,30/06/2021 02:38:24 p. m.
126,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,583 ppm,,,,30/06/2021 02:38:29 p. m.
127,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,587 ppm,,,,30/06/2021 02:38:34 p. m.
128,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,588 ppm,,,,30/06/2021 02:38:39 p. m.
129,,26.2 °C,21.2 °C,19.4 °C,66.4 %,0 ppm,587 ppm,,,,30/06/2021 02:38:44 p. m.
130,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,593 ppm,,,,30/06/2021 02:38:49 p. m.
131,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,596 ppm,,,,30/06/2021 02:38:54 p. m.
132,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,605 ppm,,,,30/06/2021 02:38:59 p. m.
133,,26.2 °C,21.2 °C,19.4 °C,66.4 %,1 ppm,602 ppm,,,,30/06/2021 02:39:04 p. m.
134,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,599 ppm,,,,30/06/2021 02:39:09 p. m.
135,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,598 ppm,,,,30/06/2021 02:39:14 p. m.
136,,26.2 °C,21.2 °C,19.4 °C,66.5 %,1 ppm,599 ppm,,,,30/06/2021 02:39:19 p. m.
137,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,599 ppm,,,,30/06/2021 02:39:24 p. m.
138,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,598 ppm,,,,30/06/2021 02:39:29 p. m.
139,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,598 ppm,,,,30/06/2021 02:39:34 p. m.
140,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,591 ppm,,,,30/06/2021 02:39:39 p. m.
141,,26.3 °C,21.3 °C,19.5 °C,66.5 %,0 ppm,592 ppm,,,,30/06/2021 02:39:44 p. m.
142,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,589 ppm,,,,30/06/2021 02:39:49 p. m.
143,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,588 ppm,,,,30/06/2021 02:39:54 p. m.
144,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,588 ppm,,,,30/06/2021 02:39:59 p. m.
145,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,589 ppm,,,,30/06/2021 02:40:04 p. m.
146,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,589 ppm,,,,30/06/2021 02:40:09 p. m.
147,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,587 ppm,,,,30/06/2021 02:40:14 p. m.
148,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,588 ppm,,,,30/06/2021 02:40:19 p. m.
149,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,587 ppm,,,,30/06/2021 02:40:24 p. m.
150,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,587 ppm,,,,30/06/2021 02:40:29 p. m.
151,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,589 ppm,,,,30/06/2021 02:40:34 p. m.
152,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,591 ppm,,,,30/06/2021 02:40:39 p. m.
153,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,592 ppm,,,,30/06/2021 02:40:44 p. m.
154,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,594 ppm,,,,30/06/2021 02:40:49 p. m.
155,,26.3 °C,21.3 °C,19.5 °C,66.5 %,0 ppm,597 ppm,,,,30/06/2021 02:40:54 p. m.
156,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,596 ppm,,,,30/06/2021 02:40:59 p. m.
157,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,596 ppm,,,,30/06/2021 02:41:04 p. m.
158,,26.3 °C,21.3 °C,19.5 °C,66.4 %,0 ppm,593 ppm,,,,30/06/2021 02:41:09 p. m.
159,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,596 ppm,,,,30/06/2021 02:41:14 p. m.
160,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,593 ppm,,,,30/06/2021 02:41:19 p. m.
161,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,595 ppm,,,,30/06/2021 02:41:24 p. m.
162,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,595 ppm,,,,30/06/2021 02:41:29 p. m.
163,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,602 ppm,,,,30/06/2021 02:41:34 p. m.
164,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,597 ppm,,,,30/06/2021 02:41:39 p. m.
165,,26.3 °C,21.3 °C,19.5 °C,66.5 %,0 ppm,599 ppm,,,,30/06/2021 02:41:44 p. m.
166,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,602 ppm,,,,30/06/2021 02:41:49 p. m.
167,,26.3 °C,21.3 °C,19.5 °C,66.4 %,1 ppm,602 ppm,,,,30/06/2021 02:41:54 p. m.
168,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,606 ppm,,,,30/06/2021 02:41:59 p. m.
169,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,608 ppm,,,,30/06/2021 02:42:04 p. m.
170,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,610 ppm,,,,30/06/2021 02:42:09 p. m.
171,,26.4 °C,21.4 °C,19.6 °C,66.5 %,1 ppm,609 ppm,,,,30/06/2021 02:42:14 p. m.
172,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,616 ppm,,,,30/06/2021 02:42:19 p. m.
173,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,615 ppm,,,,30/06/2021 02:42:24 p. m.
174,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,616 ppm,,,,30/06/2021 02:42:29 p. m.
175,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,612 ppm,,,,30/06/2021 02:42:34 p. m.
176,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,609 ppm,,,,30/06/2021 02:42:39 p. m.
177,,26.3 °C,21.3 °C,19.5 °C,66.5 %,1 ppm,610 ppm,,,,30/06/2021 02:42:44 p. m.
178,,26.4 °C,21.4 °C,19.6 °C,66.5 %,1 ppm,609 ppm,,,,30/06/2021 02:42:49 p. m.
179,,26.4 °C,21.4 °C,19.6 °C,66.5 %,1 ppm,606 ppm,,,,30/06/2021 02:42:54 p. m.
180,,26.4 °C,21.4 °C,19.6 °C,66.5 %,1 ppm,602 ppm,,,,30/06/2021 02:42:59 p. m.
181,,26.4 °C,21.4 °C,19.6 °C,66.5 %,1 ppm,604 ppm,,,,30/06/2021 02:43:04 p. m.
