Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,24.8 °C,20.2 °C,18.4 °C,68.40%,4 ppm,456 ppm,,,,28/06/2021 12:58
2,,24.8 °C,20.2 °C,18.5 °C,68.60%,5 ppm,452 ppm,,,,28/06/2021 12:58
3,,24.8 °C,20.2 °C,18.5 °C,68.50%,4 ppm,455 ppm,,,,28/06/2021 12:58
4,,24.8 °C,20.2 °C,18.5 °C,68.30%,5 ppm,446 ppm,,,,28/06/2021 12:58
5,,24.8 °C,20.2 °C,18.5 °C,68.20%,5 ppm,448 ppm,,,,28/06/2021 12:59
6,,24.8 °C,20.2 °C,18.5 °C,68.10%,4 ppm,457 ppm,,,,28/06/2021 12:59
7,,24.8 °C,20.3 °C,18.5 °C,68.10%,5 ppm,450 ppm,,,,28/06/2021 12:59
8,,24.9 °C,20.3 °C,18.5 °C,68.00%,5 ppm,453 ppm,,,,28/06/2021 12:59
9,,24.9 °C,20.3 °C,18.5 °C,67.90%,5 ppm,445 ppm,,,,28/06/2021 12:59
10,,24.9 °C,20.3 °C,18.5 °C,67.90%,5 ppm,436 ppm,,,,28/06/2021 12:59
11,,24.9 °C,20.3 °C,18.5 °C,67.80%,5 ppm,434 ppm,,,,28/06/2021 13:00
12,,25.0 °C,20.3 °C,18.5 °C,67.70%,5 ppm,429 ppm,,,,28/06/2021 13:00
13,,25.0 °C,20.4 °C,18.6 °C,67.90%,5 ppm,430 ppm,,,,28/06/2021 13:00
14,,25.0 °C,20.4 °C,18.6 °C,67.80%,5 ppm,429 ppm,,,,28/06/2021 13:00
15,,25.0 °C,20.4 °C,18.6 °C,67.80%,5 ppm,436 ppm,,,,28/06/2021 13:00
16,,25.0 °C,20.4 °C,18.6 °C,67.70%,5 ppm,442 ppm,,,,28/06/2021 13:00
17,,25.0 °C,20.4 °C,18.6 °C,67.70%,5 ppm,443 ppm,,,,28/06/2021 13:01
18,,25.0 °C,20.4 °C,18.6 °C,67.70%,5 ppm,447 ppm,,,,28/06/2021 13:01
19,,25.0 °C,20.4 °C,18.6 °C,67.60%,5 ppm,445 ppm,,,,28/06/2021 13:01
20,,25.1 °C,20.3 °C,18.5 °C,67.60%,5 ppm,442 ppm,,,,28/06/2021 13:01
21,,25.1 °C,20.4 °C,18.6 °C,67.50%,5 ppm,447 ppm,,,,28/06/2021 13:01
22,,25.0 °C,20.4 °C,18.6 °C,67.50%,5 ppm,448 ppm,,,,28/06/2021 13:01
23,,25.0 °C,20.3 °C,18.5 °C,67.50%,5 ppm,451 ppm,,,,28/06/2021 13:02
24,,25.1 °C,20.3 °C,18.5 °C,67.50%,5 ppm,446 ppm,,,,28/06/2021 13:02
25,,25.1 °C,20.4 °C,18.6 °C,67.50%,5 ppm,440 ppm,,,,28/06/2021 13:02
26,,25.1 °C,20.4 °C,18.6 °C,67.50%,5 ppm,437 ppm,,,,28/06/2021 13:02
27,,25.1 °C,20.4 °C,18.6 °C,67.50%,5 ppm,436 ppm,,,,28/06/2021 13:02
28,,25.1 °C,20.4 °C,18.6 °C,67.40%,4 ppm,440 ppm,,,,28/06/2021 13:02
29,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,440 ppm,,,,28/06/2021 13:03
30,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,438 ppm,,,,28/06/2021 13:03
31,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,435 ppm,,,,28/06/2021 13:03
32,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,434 ppm,,,,28/06/2021 13:03
33,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,438 ppm,,,,28/06/2021 13:03
34,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,438 ppm,,,,28/06/2021 13:03
35,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,437 ppm,,,,28/06/2021 13:04
36,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,435 ppm,,,,28/06/2021 13:04
37,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,429 ppm,,,,28/06/2021 13:04
38,,25.1 °C,20.4 °C,18.6 °C,67.40%,5 ppm,428 ppm,,,,28/06/2021 13:04
39,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,423 ppm,,,,28/06/2021 13:04
40,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,426 ppm,,,,28/06/2021 13:04
41,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,432 ppm,,,,28/06/2021 13:05
42,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,429 ppm,,,,28/06/2021 13:05
43,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,437 ppm,,,,28/06/2021 13:05
44,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,437 ppm,,,,28/06/2021 13:05
45,,25.1 °C,20.4 °C,18.6 °C,67.30%,5 ppm,432 ppm,,,,28/06/2021 13:05
46,,25.2 °C,20.4 °C,18.6 °C,67.30%,5 ppm,435 ppm,,,,28/06/2021 13:05
47,,25.1 °C,20.3 °C,18.5 °C,67.30%,5 ppm,425 ppm,,,,28/06/2021 13:06
48,,25.2 °C,20.4 °C,18.6 °C,67.20%,4 ppm,424 ppm,,,,28/06/2021 13:06
49,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,431 ppm,,,,28/06/2021 13:06
50,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,439 ppm,,,,28/06/2021 13:06
51,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,444 ppm,,,,28/06/2021 13:06
52,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,445 ppm,,,,28/06/2021 13:06
53,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,441 ppm,,,,28/06/2021 13:07
54,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,435 ppm,,,,28/06/2021 13:07
55,,25.2 °C,20.4 °C,18.6 °C,67.20%,5 ppm,434 ppm,,,,28/06/2021 13:07
56,,25.2 °C,20.4 °C,18.6 °C,67.10%,5 ppm,428 ppm,,,,28/06/2021 13:07
57,,25.2 °C,20.4 °C,18.6 °C,67.10%,5 ppm,425 ppm,,,,28/06/2021 13:07
58,,25.2 °C,20.4 °C,18.6 °C,67.10%,5 ppm,426 ppm,,,,28/06/2021 13:07
59,,25.2 °C,20.4 °C,18.6 °C,67.00%,5 ppm,430 ppm,,,,28/06/2021 13:08
60,,25.2 °C,20.4 °C,18.6 °C,67.00%,5 ppm,437 ppm,,,,28/06/2021 13:08
61,,25.2 °C,20.4 °C,18.6 °C,67.00%,5 ppm,434 ppm,,,,28/06/2021 13:08
62,,25.2 °C,20.4 °C,18.6 °C,67.00%,4 ppm,435 ppm,,,,28/06/2021 13:08
63,,25.2 °C,20.4 °C,18.6 °C,67.00%,5 ppm,438 ppm,,,,28/06/2021 13:08
64,,25.2 °C,20.4 °C,18.6 °C,67.00%,4 ppm,437 ppm,,,,28/06/2021 13:08
65,,25.2 °C,20.4 °C,18.6 °C,66.90%,5 ppm,442 ppm,,,,28/06/2021 13:09
66,,25.3 °C,20.5 °C,18.7 °C,66.90%,5 ppm,440 ppm,,,,28/06/2021 13:09
67,,25.3 °C,20.4 °C,18.6 °C,66.90%,5 ppm,438 ppm,,,,28/06/2021 13:09
68,,25.3 °C,20.4 °C,18.6 °C,66.80%,4 ppm,438 ppm,,,,28/06/2021 13:09
69,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,435 ppm,,,,28/06/2021 13:09
70,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,439 ppm,,,,28/06/2021 13:09
71,,25.3 °C,20.4 °C,18.6 °C,66.80%,4 ppm,435 ppm,,,,28/06/2021 13:10
72,,25.3 °C,20.4 °C,18.6 °C,66.80%,4 ppm,431 ppm,,,,28/06/2021 13:10
73,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,434 ppm,,,,28/06/2021 13:10
74,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,426 ppm,,,,28/06/2021 13:10
75,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,432 ppm,,,,28/06/2021 13:10
76,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,437 ppm,,,,28/06/2021 13:10
77,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,436 ppm,,,,28/06/2021 13:11
78,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,439 ppm,,,,28/06/2021 13:11
79,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,432 ppm,,,,28/06/2021 13:11
80,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,433 ppm,,,,28/06/2021 13:11
81,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,428 ppm,,,,28/06/2021 13:11
82,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,425 ppm,,,,28/06/2021 13:11
83,,25.3 °C,20.4 °C,18.6 °C,66.70%,4 ppm,430 ppm,,,,28/06/2021 13:12
84,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,438 ppm,,,,28/06/2021 13:12
85,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,441 ppm,,,,28/06/2021 13:12
86,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,441 ppm,,,,28/06/2021 13:12
87,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,437 ppm,,,,28/06/2021 13:12
88,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,425 ppm,,,,28/06/2021 13:12
89,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,426 ppm,,,,28/06/2021 13:13
90,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,430 ppm,,,,28/06/2021 13:13
91,,25.3 °C,20.4 °C,18.6 °C,66.80%,5 ppm,430 ppm,,,,28/06/2021 13:13
92,,25.3 °C,20.7 °C,19.0 °C,68.20%,4 ppm,435 ppm,,,,28/06/2021 13:13
93,,25.4 °C,21.0 °C,19.4 °C,69.90%,5 ppm,447 ppm,,,,28/06/2021 13:13
94,,25.4 °C,20.7 °C,19.0 °C,68.30%,5 ppm,473 ppm,,,,28/06/2021 13:13
95,,25.3 °C,20.6 °C,18.8 °C,67.00%,4 ppm,505 ppm,,,,28/06/2021 13:14
96,,25.4 °C,20.4 °C,18.6 °C,66.80%,5 ppm,534 ppm,,,,28/06/2021 13:14
97,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,563 ppm,,,,28/06/2021 13:14
98,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,566 ppm,,,,28/06/2021 13:14
99,,25.3 °C,20.4 °C,18.6 °C,66.70%,5 ppm,569 ppm,,,,28/06/2021 13:14
100,,25.4 °C,20.5 °C,18.7 °C,66.70%,5 ppm,562 ppm,,,,28/06/2021 13:14
101,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,550 ppm,,,,28/06/2021 13:15
102,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,538 ppm,,,,28/06/2021 13:15
103,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,526 ppm,,,,28/06/2021 13:15
104,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,514 ppm,,,,28/06/2021 13:15
105,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,503 ppm,,,,28/06/2021 13:15
106,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,496 ppm,,,,28/06/2021 13:15
107,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,489 ppm,,,,28/06/2021 13:16
108,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,475 ppm,,,,28/06/2021 13:16
109,,25.4 °C,20.5 °C,18.7 °C,66.60%,4 ppm,476 ppm,,,,28/06/2021 13:16
110,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,468 ppm,,,,28/06/2021 13:16
111,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,461 ppm,,,,28/06/2021 13:16
112,,25.3 °C,20.5 °C,18.7 °C,66.60%,5 ppm,460 ppm,,,,28/06/2021 13:16
113,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,451 ppm,,,,28/06/2021 13:17
114,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,446 ppm,,,,28/06/2021 13:17
115,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,446 ppm,,,,28/06/2021 13:17
116,,25.4 °C,20.5 °C,18.7 °C,66.50%,4 ppm,440 ppm,,,,28/06/2021 13:17
117,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,446 ppm,,,,28/06/2021 13:17
118,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,448 ppm,,,,28/06/2021 13:17
119,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,453 ppm,,,,28/06/2021 13:18
120,,25.4 °C,20.5 °C,18.7 °C,66.50%,4 ppm,460 ppm,,,,28/06/2021 13:18
121,,25.4 °C,20.5 °C,18.7 °C,66.50%,4 ppm,462 ppm,,,,28/06/2021 13:18
122,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,462 ppm,,,,28/06/2021 13:18
123,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,459 ppm,,,,28/06/2021 13:18
124,,25.4 °C,20.5 °C,18.6 °C,66.40%,4 ppm,455 ppm,,,,28/06/2021 13:18
125,,25.4 °C,20.5 °C,18.6 °C,66.50%,5 ppm,449 ppm,,,,28/06/2021 13:19
126,,25.4 °C,20.4 °C,18.6 °C,66.50%,5 ppm,453 ppm,,,,28/06/2021 13:19
127,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,451 ppm,,,,28/06/2021 13:19
128,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,454 ppm,,,,28/06/2021 13:19
129,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,453 ppm,,,,28/06/2021 13:19
130,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,448 ppm,,,,28/06/2021 13:19
131,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,451 ppm,,,,28/06/2021 13:20
132,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,446 ppm,,,,28/06/2021 13:20
133,,25.4 °C,20.5 °C,18.7 °C,66.50%,4 ppm,445 ppm,,,,28/06/2021 13:20
134,,25.3 °C,20.4 °C,18.6 °C,66.50%,4 ppm,449 ppm,,,,28/06/2021 13:20
135,,25.3 °C,20.4 °C,18.6 °C,66.60%,4 ppm,445 ppm,,,,28/06/2021 13:20
136,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,449 ppm,,,,28/06/2021 13:20
137,,25.3 °C,20.4 °C,18.6 °C,66.60%,5 ppm,446 ppm,,,,28/06/2021 13:21
138,,25.3 °C,20.4 °C,18.6 °C,66.50%,5 ppm,445 ppm,,,,28/06/2021 13:21
139,,25.3 °C,20.4 °C,18.6 °C,66.50%,5 ppm,449 ppm,,,,28/06/2021 13:21
140,,25.3 °C,20.4 °C,18.6 °C,66.50%,5 ppm,448 ppm,,,,28/06/2021 13:21
141,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,456 ppm,,,,28/06/2021 13:21
142,,25.4 °C,20.5 °C,18.7 °C,66.50%,5 ppm,458 ppm,,,,28/06/2021 13:21
143,,25.4 °C,20.5 °C,18.6 °C,66.50%,5 ppm,456 ppm,,,,28/06/2021 13:22
144,,25.3 °C,20.5 °C,18.6 °C,66.40%,5 ppm,459 ppm,,,,28/06/2021 13:22
145,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,452 ppm,,,,28/06/2021 13:22
146,,25.4 °C,20.5 °C,18.6 °C,66.40%,4 ppm,451 ppm,,,,28/06/2021 13:22
147,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,452 ppm,,,,28/06/2021 13:22
148,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,448 ppm,,,,28/06/2021 13:22
149,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,449 ppm,,,,28/06/2021 13:23
150,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,447 ppm,,,,28/06/2021 13:23
151,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,449 ppm,,,,28/06/2021 13:23
152,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,453 ppm,,,,28/06/2021 13:23
153,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,459 ppm,,,,28/06/2021 13:23
154,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,462 ppm,,,,28/06/2021 13:23
155,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,460 ppm,,,,28/06/2021 13:24
156,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,454 ppm,,,,28/06/2021 13:24
157,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,448 ppm,,,,28/06/2021 13:24
158,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,446 ppm,,,,28/06/2021 13:24
159,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,451 ppm,,,,28/06/2021 13:24
160,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,452 ppm,,,,28/06/2021 13:24
161,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,459 ppm,,,,28/06/2021 13:25
162,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,460 ppm,,,,28/06/2021 13:25
163,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,454 ppm,,,,28/06/2021 13:25
164,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,456 ppm,,,,28/06/2021 13:25
165,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,451 ppm,,,,28/06/2021 13:25
166,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,445 ppm,,,,28/06/2021 13:25
167,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,445 ppm,,,,28/06/2021 13:26
168,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,441 ppm,,,,28/06/2021 13:26
169,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,446 ppm,,,,28/06/2021 13:26
170,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,448 ppm,,,,28/06/2021 13:26
171,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,446 ppm,,,,28/06/2021 13:26
172,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,447 ppm,,,,28/06/2021 13:26
173,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,442 ppm,,,,28/06/2021 13:27
174,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,446 ppm,,,,28/06/2021 13:27
175,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,452 ppm,,,,28/06/2021 13:27
176,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,456 ppm,,,,28/06/2021 13:27
177,,25.4 °C,20.5 °C,18.6 °C,66.20%,4 ppm,459 ppm,,,,28/06/2021 13:27
178,,25.4 °C,20.5 °C,18.6 °C,66.20%,4 ppm,464 ppm,,,,28/06/2021 13:27
179,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,460 ppm,,,,28/06/2021 13:28
180,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,458 ppm,,,,28/06/2021 13:28
181,,25.4 °C,20.5 °C,18.7 °C,66.60%,5 ppm,462 ppm,,,,28/06/2021 13:28
182,,25.4 °C,20.5 °C,18.7 °C,66.50%,4 ppm,458 ppm,,,,28/06/2021 13:28
183,,25.4 °C,20.5 °C,18.6 °C,66.30%,4 ppm,456 ppm,,,,28/06/2021 13:28
184,,25.4 °C,20.5 °C,18.6 °C,66.30%,5 ppm,458 ppm,,,,28/06/2021 13:28
185,,25.4 °C,20.5 °C,18.6 °C,66.40%,5 ppm,452 ppm,,,,28/06/2021 13:29
186,,25.5 °C,20.6 °C,18.7 °C,66.40%,4 ppm,456 ppm,,,,28/06/2021 13:29
187,,25.5 °C,20.6 °C,18.7 °C,66.30%,5 ppm,462 ppm,,,,28/06/2021 13:29
188,,25.5 °C,20.6 °C,18.7 °C,66.20%,5 ppm,459 ppm,,,,28/06/2021 13:29
189,,25.5 °C,20.6 °C,18.7 °C,66.20%,4 ppm,465 ppm,,,,28/06/2021 13:29
190,,25.5 °C,20.6 °C,18.7 °C,66.10%,4 ppm,469 ppm,,,,28/06/2021 13:29
191,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,467 ppm,,,,28/06/2021 13:30
192,,25.4 °C,20.5 °C,18.6 °C,66.20%,5 ppm,468 ppm,,,,28/06/2021 13:30
193,,25.5 °C,20.6 °C,18.7 °C,66.20%,4 ppm,468 ppm,,,,28/06/2021 13:30
194,,25.4 °C,20.4 °C,18.5 °C,66.10%,5 ppm,464 ppm,,,,28/06/2021 13:30
195,,25.4 °C,20.5 °C,18.6 °C,66.10%,5 ppm,456 ppm,,,,28/06/2021 13:30
196,,25.4 °C,20.5 °C,18.6 °C,66.10%,4 ppm,451 ppm,,,,28/06/2021 13:30
197,,25.4 °C,20.4 °C,18.5 °C,66.10%,4 ppm,446 ppm,,,,28/06/2021 13:31
198,,25.4 °C,20.4 °C,18.5 °C,66.00%,5 ppm,443 ppm,,,,28/06/2021 13:31
199,,25.4 °C,20.4 °C,18.5 °C,66.00%,5 ppm,441 ppm,,,,28/06/2021 13:31
