ts,sen0220
2021-09-24 14:36:18.438,420.0
2021-09-24 14:36:12.907,421.0
2021-09-24 14:36:08.439,421.0
2021-09-24 14:36:02.906,421.0
2021-09-24 14:35:58.438,422.0
2021-09-24 14:35:52.906,421.0
2021-09-24 14:35:48.442,421.0
2021-09-24 14:35:42.906,421.0
2021-09-24 14:35:38.442,421.0
2021-09-24 14:35:32.906,420.0
2021-09-24 14:35:28.448,420.0
2021-09-24 14:35:22.905,421.0
2021-09-24 14:35:18.440,421.0
2021-09-24 14:35:12.908,420.0
2021-09-24 14:35:08.441,420.0
2021-09-24 14:35:02.905,419.0
2021-09-24 14:34:58.442,418.0
2021-09-24 14:34:52.906,418.0
2021-09-24 14:34:48.441,418.0
2021-09-24 14:34:42.907,418.0
2021-09-24 14:34:38.442,417.0
2021-09-24 14:34:32.912,418.0
2021-09-24 14:34:28.442,418.0
2021-09-24 14:34:22.906,420.0
2021-09-24 14:34:18.441,420.0
2021-09-24 14:34:12.906,420.0
2021-09-24 14:34:08.440,420.0
2021-09-24 14:34:02.905,420.0
2021-09-24 14:33:58.442,420.0
2021-09-24 14:33:52.907,419.0
2021-09-24 14:33:48.441,418.0
2021-09-24 14:33:42.909,417.0
2021-09-24 14:33:38.441,417.0
2021-09-24 14:33:32.906,417.0
2021-09-24 14:33:28.440,417.0
2021-09-24 14:33:22.906,417.0
2021-09-24 14:33:18.442,418.0
2021-09-24 14:33:12.907,418.0
2021-09-24 14:33:08.441,417.0
2021-09-24 14:33:02.911,416.0
2021-09-24 14:32:58.442,416.0
2021-09-24 14:32:52.908,416.0
2021-09-24 14:32:48.442,417.0
2021-09-24 14:32:42.906,417.0
2021-09-24 14:32:38.438,417.0
2021-09-24 14:32:32.906,418.0
2021-09-24 14:32:28.442,418.0
2021-09-24 14:32:22.906,417.0
2021-09-24 14:32:18.441,417.0
2021-09-24 14:32:12.904,417.0
2021-09-24 14:32:08.442,416.0
2021-09-24 14:32:02.907,415.0
2021-09-24 14:31:58.442,415.0
2021-09-24 14:31:52.906,414.0
2021-09-24 14:31:48.446,415.0
2021-09-24 14:31:42.905,415.0
2021-09-24 14:31:38.442,415.0
2021-09-24 14:31:32.907,415.0
2021-09-24 14:31:28.441,415.0
2021-09-24 14:31:22.906,416.0
2021-09-24 14:31:18.440,416.0
2021-09-24 14:31:12.912,417.0
2021-09-24 14:31:08.439,417.0
2021-09-24 14:31:02.908,417.0
2021-09-24 14:30:58.439,417.0
2021-09-24 14:30:52.907,417.0
2021-09-24 14:30:48.442,418.0
2021-09-24 14:30:42.908,417.0
2021-09-24 14:30:38.443,417.0
2021-09-24 14:30:32.906,416.0
2021-09-24 14:30:28.441,416.0
2021-09-24 14:30:22.906,416.0
2021-09-24 14:30:18.440,416.0
2021-09-24 14:30:12.906,416.0
2021-09-24 14:30:08.443,416.0
2021-09-24 14:30:02.908,417.0
2021-09-24 14:29:58.446,417.0
2021-09-24 14:29:52.906,416.0
2021-09-24 14:29:48.443,415.0
2021-09-24 14:29:42.906,415.0
2021-09-24 14:29:38.444,414.0
2021-09-24 14:29:32.905,414.0
2021-09-24 14:29:28.442,414.0
2021-09-24 14:29:22.906,414.0
2021-09-24 14:29:18.441,414.0
2021-09-24 14:29:12.907,414.0
2021-09-24 14:29:08.440,415.0
2021-09-24 14:29:02.906,415.0
2021-09-24 14:28:58.445,415.0
2021-09-24 14:28:52.907,416.0
2021-09-24 14:28:48.441,416.0
2021-09-24 14:28:42.906,416.0
2021-09-24 14:28:38.443,416.0
2021-09-24 14:28:32.911,416.0
2021-09-24 14:28:28.444,415.0
2021-09-24 14:28:22.906,415.0
2021-09-24 14:28:18.442,415.0
2021-09-24 14:28:12.908,415.0
2021-09-24 14:28:08.448,415.0
2021-09-24 14:28:02.905,415.0
2021-09-24 14:27:58.442,415.0
2021-09-24 14:27:52.906,414.0
2021-09-24 14:27:48.441,414.0
2021-09-24 14:27:42.906,414.0
2021-09-24 14:27:38.442,414.0
2021-09-24 14:27:32.966,414.0
2021-09-24 14:27:28.446,414.0
2021-09-24 14:27:22.906,415.0
2021-09-24 14:27:18.444,414.0
2021-09-24 14:27:12.907,414.0
2021-09-24 14:27:08.441,414.0
2021-09-24 14:27:02.908,415.0
2021-09-24 14:26:58.443,415.0
2021-09-24 14:26:52.909,415.0
2021-09-24 14:26:48.441,414.0
2021-09-24 14:26:42.907,414.0
2021-09-24 14:26:38.441,415.0
2021-09-24 14:26:32.907,414.0
2021-09-24 14:26:28.437,415.0
2021-09-24 14:26:22.905,416.0
2021-09-24 14:26:18.443,415.0
2021-09-24 14:26:12.908,415.0
2021-09-24 14:26:08.441,415.0
2021-09-24 14:26:02.906,416.0
2021-09-24 14:25:58.442,416.0
2021-09-24 14:25:52.907,417.0
2021-09-24 14:25:48.439,417.0
2021-09-24 14:25:42.908,417.0
2021-09-24 14:25:38.446,418.0
2021-09-24 14:25:32.908,417.0
2021-09-24 14:25:28.438,417.0
2021-09-24 14:25:22.908,416.0
2021-09-24 14:25:18.444,415.0
2021-09-24 14:25:12.913,415.0
2021-09-24 14:25:08.437,415.0
2021-09-24 14:25:02.906,415.0
2021-09-24 14:24:58.442,415.0
2021-09-24 14:24:52.907,414.0
2021-09-24 14:24:48.440,413.0
