Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,460 ppm,,,,23/07/2021 02:20:09 p. m.
2,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,460 ppm,,,,23/07/2021 02:20:10 p. m.
3,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,460 ppm,,,,23/07/2021 02:20:11 p. m.
4,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:12 p. m.
5,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:13 p. m.
6,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,460 ppm,,,,23/07/2021 02:20:14 p. m.
7,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,460 ppm,,,,23/07/2021 02:20:15 p. m.
8,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,459 ppm,,,,23/07/2021 02:20:16 p. m.
9,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,459 ppm,,,,23/07/2021 02:20:17 p. m.
10,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,459 ppm,,,,23/07/2021 02:20:18 p. m.
11,,26.9 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,459 ppm,,,,23/07/2021 02:20:19 p. m.
12,,26.9 °C,19.4 °C,16.2 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:20 p. m.
13,,26.8 °C,19.4 °C,16.2 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:21 p. m.
14,,26.8 °C,19.3 °C,16.1 °C,52.0 %,0 ppm,461 ppm,,,,23/07/2021 02:20:22 p. m.
15,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:23 p. m.
16,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,462 ppm,,,,23/07/2021 02:20:24 p. m.
17,,26.9 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,461 ppm,,,,23/07/2021 02:20:25 p. m.
18,,26.9 °C,19.4 °C,16.2 °C,52.0 %,1 ppm,464 ppm,,,,23/07/2021 02:20:26 p. m.
19,,26.8 °C,19.4 °C,16.2 °C,52.0 %,1 ppm,464 ppm,,,,23/07/2021 02:20:27 p. m.
20,,26.8 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,466 ppm,,,,23/07/2021 02:20:28 p. m.
21,,26.9 °C,19.3 °C,16.1 °C,52.0 %,1 ppm,466 ppm,,,,23/07/2021 02:20:29 p. m.
22,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,467 ppm,,,,23/07/2021 02:20:30 p. m.
23,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,467 ppm,,,,23/07/2021 02:20:31 p. m.
24,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,466 ppm,,,,23/07/2021 02:20:32 p. m.
25,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,466 ppm,,,,23/07/2021 02:20:33 p. m.
26,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,467 ppm,,,,23/07/2021 02:20:34 p. m.
27,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,467 ppm,,,,23/07/2021 02:20:35 p. m.
28,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,469 ppm,,,,23/07/2021 02:20:36 p. m.
29,,26.9 °C,19.4 °C,16.2 °C,52.1 %,0 ppm,469 ppm,,,,23/07/2021 02:20:37 p. m.
30,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,469 ppm,,,,23/07/2021 02:20:38 p. m.
31,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,469 ppm,,,,23/07/2021 02:20:39 p. m.
32,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,469 ppm,,,,23/07/2021 02:20:40 p. m.
33,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,469 ppm,,,,23/07/2021 02:20:41 p. m.
34,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,472 ppm,,,,23/07/2021 02:20:42 p. m.
35,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,472 ppm,,,,23/07/2021 02:20:43 p. m.
36,,26.9 °C,19.4 °C,16.2 °C,52.1 %,0 ppm,473 ppm,,,,23/07/2021 02:20:44 p. m.
37,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,474 ppm,,,,23/07/2021 02:20:45 p. m.
38,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,473 ppm,,,,23/07/2021 02:20:46 p. m.
39,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,473 ppm,,,,23/07/2021 02:20:47 p. m.
40,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,472 ppm,,,,23/07/2021 02:20:48 p. m.
41,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,472 ppm,,,,23/07/2021 02:20:49 p. m.
42,,26.9 °C,19.4 °C,16.2 °C,52.2 %,0 ppm,472 ppm,,,,23/07/2021 02:20:50 p. m.
43,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,472 ppm,,,,23/07/2021 02:20:51 p. m.
44,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,470 ppm,,,,23/07/2021 02:20:52 p. m.
45,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,470 ppm,,,,23/07/2021 02:20:53 p. m.
46,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,473 ppm,,,,23/07/2021 02:20:54 p. m.
47,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,473 ppm,,,,23/07/2021 02:20:55 p. m.
48,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,476 ppm,,,,23/07/2021 02:20:56 p. m.
49,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,476 ppm,,,,23/07/2021 02:20:57 p. m.
50,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,479 ppm,,,,23/07/2021 02:20:58 p. m.
51,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,479 ppm,,,,23/07/2021 02:20:59 p. m.
52,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,482 ppm,,,,23/07/2021 02:21:00 p. m.
53,,26.9 °C,19.4 °C,16.2 °C,52.1 %,1 ppm,482 ppm,,,,23/07/2021 02:21:01 p. m.
54,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,484 ppm,,,,23/07/2021 02:21:02 p. m.
55,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,484 ppm,,,,23/07/2021 02:21:03 p. m.
56,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,485 ppm,,,,23/07/2021 02:21:04 p. m.
57,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,486 ppm,,,,23/07/2021 02:21:05 p. m.
58,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,487 ppm,,,,23/07/2021 02:21:06 p. m.
59,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,487 ppm,,,,23/07/2021 02:21:07 p. m.
60,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,488 ppm,,,,23/07/2021 02:21:08 p. m.
61,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,488 ppm,,,,23/07/2021 02:21:09 p. m.
62,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,490 ppm,,,,23/07/2021 02:21:10 p. m.
63,,26.9 °C,19.4 °C,16.2 °C,52.2 %,0 ppm,490 ppm,,,,23/07/2021 02:21:11 p. m.
64,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,492 ppm,,,,23/07/2021 02:21:12 p. m.
65,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,492 ppm,,,,23/07/2021 02:21:13 p. m.
66,,26.9 °C,19.4 °C,16.2 °C,52.3 %,1 ppm,494 ppm,,,,23/07/2021 02:21:14 p. m.
67,,26.9 °C,19.4 °C,16.2 °C,52.3 %,1 ppm,495 ppm,,,,23/07/2021 02:21:15 p. m.
68,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,497 ppm,,,,23/07/2021 02:21:16 p. m.
69,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,497 ppm,,,,23/07/2021 02:21:17 p. m.
70,,26.9 °C,19.4 °C,16.2 °C,52.2 %,0 ppm,501 ppm,,,,23/07/2021 02:21:18 p. m.
71,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,501 ppm,,,,23/07/2021 02:21:19 p. m.
72,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,504 ppm,,,,23/07/2021 02:21:20 p. m.
73,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,504 ppm,,,,23/07/2021 02:21:21 p. m.
74,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,504 ppm,,,,23/07/2021 02:21:22 p. m.
75,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,504 ppm,,,,23/07/2021 02:21:23 p. m.
76,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,506 ppm,,,,23/07/2021 02:21:24 p. m.
77,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,506 ppm,,,,23/07/2021 02:21:25 p. m.
78,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,509 ppm,,,,23/07/2021 02:21:26 p. m.
79,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,509 ppm,,,,23/07/2021 02:21:27 p. m.
80,,26.9 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,509 ppm,,,,23/07/2021 02:21:28 p. m.
81,,27.0 °C,19.4 °C,16.2 °C,52.2 %,1 ppm,509 ppm,,,,23/07/2021 02:21:29 p. m.
82,,27.0 °C,19.5 °C,16.3 °C,52.4 %,1 ppm,514 ppm,,,,23/07/2021 02:21:30 p. m.
83,,26.9 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,514 ppm,,,,23/07/2021 02:21:31 p. m.
84,,26.9 °C,19.5 °C,16.3 °C,52.3 %,1 ppm,518 ppm,,,,23/07/2021 02:21:32 p. m.
85,,27.0 °C,19.4 °C,16.2 °C,52.3 %,1 ppm,518 ppm,,,,23/07/2021 02:21:33 p. m.
86,,27.0 °C,19.5 °C,16.3 °C,52.4 %,1 ppm,522 ppm,,,,23/07/2021 02:21:34 p. m.
87,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,523 ppm,,,,23/07/2021 02:21:35 p. m.
88,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,526 ppm,,,,23/07/2021 02:21:36 p. m.
89,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,530 ppm,,,,23/07/2021 02:21:37 p. m.
90,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,530 ppm,,,,23/07/2021 02:21:38 p. m.
91,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,532 ppm,,,,23/07/2021 02:21:39 p. m.
92,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,532 ppm,,,,23/07/2021 02:21:40 p. m.
93,,26.9 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,534 ppm,,,,23/07/2021 02:21:41 p. m.
94,,26.9 °C,19.5 °C,16.3 °C,52.3 %,1 ppm,534 ppm,,,,23/07/2021 02:21:42 p. m.
95,,26.9 °C,19.5 °C,16.3 °C,52.3 %,1 ppm,536 ppm,,,,23/07/2021 02:21:43 p. m.
96,,26.9 °C,19.5 °C,16.3 °C,52.3 %,1 ppm,536 ppm,,,,23/07/2021 02:21:44 p. m.
97,,27.0 °C,19.5 °C,16.3 °C,52.3 %,1 ppm,541 ppm,,,,23/07/2021 02:21:45 p. m.
98,,27.0 °C,19.5 °C,16.3 °C,52.4 %,1 ppm,541 ppm,,,,23/07/2021 02:21:46 p. m.
99,,27.0 °C,19.5 °C,16.4 °C,52.4 %,1 ppm,543 ppm,,,,23/07/2021 02:21:47 p. m.
100,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,543 ppm,,,,23/07/2021 02:21:48 p. m.
101,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,542 ppm,,,,23/07/2021 02:21:49 p. m.
102,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,541 ppm,,,,23/07/2021 02:21:50 p. m.
103,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,543 ppm,,,,23/07/2021 02:21:51 p. m.
104,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,543 ppm,,,,23/07/2021 02:21:52 p. m.
105,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,544 ppm,,,,23/07/2021 02:21:53 p. m.
106,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,544 ppm,,,,23/07/2021 02:21:54 p. m.
107,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,544 ppm,,,,23/07/2021 02:21:55 p. m.
108,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,544 ppm,,,,23/07/2021 02:21:56 p. m.
109,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,547 ppm,,,,23/07/2021 02:21:57 p. m.
110,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,547 ppm,,,,23/07/2021 02:21:58 p. m.
111,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,550 ppm,,,,23/07/2021 02:21:59 p. m.
112,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,550 ppm,,,,23/07/2021 02:22:00 p. m.
113,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,553 ppm,,,,23/07/2021 02:22:01 p. m.
114,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,553 ppm,,,,23/07/2021 02:22:02 p. m.
115,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,557 ppm,,,,23/07/2021 02:22:03 p. m.
116,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,557 ppm,,,,23/07/2021 02:22:04 p. m.
117,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,561 ppm,,,,23/07/2021 02:22:05 p. m.
118,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,561 ppm,,,,23/07/2021 02:22:06 p. m.
119,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,565 ppm,,,,23/07/2021 02:22:07 p. m.
120,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,565 ppm,,,,23/07/2021 02:22:08 p. m.
121,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,566 ppm,,,,23/07/2021 02:22:09 p. m.
122,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,565 ppm,,,,23/07/2021 02:22:10 p. m.
123,,27.0 °C,19.5 °C,16.4 °C,52.5 %,0 ppm,565 ppm,,,,23/07/2021 02:22:11 p. m.
124,,27.0 °C,19.5 °C,16.4 °C,52.6 %,1 ppm,565 ppm,,,,23/07/2021 02:22:12 p. m.
125,,27.0 °C,19.5 °C,16.4 °C,52.6 %,1 ppm,567 ppm,,,,23/07/2021 02:22:13 p. m.
126,,27.0 °C,19.5 °C,16.4 °C,52.5 %,0 ppm,567 ppm,,,,23/07/2021 02:22:14 p. m.
127,,27.0 °C,19.5 °C,16.4 °C,52.5 %,1 ppm,569 ppm,,,,23/07/2021 02:22:15 p. m.
128,,27.0 °C,19.5 °C,16.4 °C,52.6 %,1 ppm,569 ppm,,,,23/07/2021 02:22:16 p. m.
