tiempo,fluke
2021-07-26 16:34:10,448.0
2021-07-26 16:34:11,448.0
2021-07-26 16:34:12,450.0
2021-07-26 16:34:13,450.0
2021-07-26 16:34:14,452.0
2021-07-26 16:34:15,452.0
2021-07-26 16:34:16,454.0
2021-07-26 16:34:17,454.0
2021-07-26 16:34:18,457.0
2021-07-26 16:34:19,457.0
2021-07-26 16:34:20,458.0
2021-07-26 16:34:21,458.0
2021-07-26 16:34:22,459.0
2021-07-26 16:34:23,459.0
2021-07-26 16:34:24,462.0
2021-07-26 16:34:25,462.0
2021-07-26 16:34:26,463.0
2021-07-26 16:34:27,463.0
2021-07-26 16:34:28,463.0
2021-07-26 16:34:29,463.0
2021-07-26 16:34:30,463.0
2021-07-26 16:34:31,463.0
2021-07-26 16:34:32,463.0
2021-07-26 16:34:33,463.0
2021-07-26 16:34:34,463.0
2021-07-26 16:34:35,463.0
2021-07-26 16:34:36,462.0
2021-07-26 16:34:37,462.0
2021-07-26 16:34:38,461.0
2021-07-26 16:34:39,461.0
2021-07-26 16:34:40,460.0
2021-07-26 16:34:41,460.0
2021-07-26 16:34:42,461.0
2021-07-26 16:34:43,461.0
2021-07-26 16:34:44,462.0
2021-07-26 16:34:45,462.0
2021-07-26 16:34:46,462.0
2021-07-26 16:34:47,462.0
2021-07-26 16:34:48,461.0
2021-07-26 16:34:49,461.0
2021-07-26 16:34:50,460.0
2021-07-26 16:34:51,460.0
2021-07-26 16:34:52,460.0
2021-07-26 16:34:53,460.0
2021-07-26 16:34:54,462.0
2021-07-26 16:34:55,462.0
2021-07-26 16:34:56,465.0
2021-07-26 16:34:57,465.0
2021-07-26 16:34:58,467.0
2021-07-26 16:34:59,467.0
2021-07-26 16:35:00,466.0
2021-07-26 16:35:01,466.0
2021-07-26 16:35:02,466.0
2021-07-26 16:35:03,466.0
2021-07-26 16:35:04,467.0
2021-07-26 16:35:05,467.0
2021-07-26 16:35:06,466.0
2021-07-26 16:35:07,466.0
2021-07-26 16:35:08,465.0
2021-07-26 16:35:09,465.0
2021-07-26 16:35:10,465.0
2021-07-26 16:35:11,465.0
2021-07-26 16:35:12,465.0
2021-07-26 16:35:13,465.0
2021-07-26 16:35:14,466.0
2021-07-26 16:35:15,466.0
2021-07-26 16:35:16,469.0
2021-07-26 16:35:17,469.0
2021-07-26 16:35:18,471.0
2021-07-26 16:35:19,471.0
2021-07-26 16:35:20,472.0
2021-07-26 16:35:21,472.0
2021-07-26 16:35:22,472.0
2021-07-26 16:35:23,472.0
2021-07-26 16:35:24,471.0
2021-07-26 16:35:25,471.0
2021-07-26 16:35:26,472.0
2021-07-26 16:35:27,472.0
2021-07-26 16:35:28,472.0
2021-07-26 16:35:29,472.0
2021-07-26 16:35:30,472.0
2021-07-26 16:35:31,472.0
2021-07-26 16:35:32,469.0
2021-07-26 16:35:33,469.0
2021-07-26 16:35:34,467.0
2021-07-26 16:35:35,467.0
2021-07-26 16:35:36,467.0
2021-07-26 16:35:37,467.0
2021-07-26 16:35:38,466.0
2021-07-26 16:35:39,466.0
2021-07-26 16:35:40,467.0
2021-07-26 16:35:41,467.0
2021-07-26 16:35:42,467.0
2021-07-26 16:35:43,467.0
2021-07-26 16:35:44,466.0
2021-07-26 16:35:45,466.0
2021-07-26 16:35:46,466.0
2021-07-26 16:35:47,466.0
2021-07-26 16:35:48,467.0
2021-07-26 16:35:49,467.0
2021-07-26 16:35:50,469.0
2021-07-26 16:35:51,469.0
2021-07-26 16:35:52,468.0
2021-07-26 16:35:53,468.0
2021-07-26 16:35:54,468.0
2021-07-26 16:35:55,468.0
2021-07-26 16:35:56,468.0
2021-07-26 16:35:57,468.0
2021-07-26 16:35:58,464.0
2021-07-26 16:35:59,464.0
2021-07-26 16:36:00,464.0
2021-07-26 16:36:01,463.0
2021-07-26 16:36:02,465.0
2021-07-26 16:36:03,465.0
2021-07-26 16:36:04,465.0
2021-07-26 16:36:05,465.0
2021-07-26 16:36:06,465.0
2021-07-26 16:36:07,466.0
2021-07-26 16:36:08,466.0
2021-07-26 16:36:09,465.0
2021-07-26 16:36:10,465.0
2021-07-26 16:36:11,465.0
2021-07-26 16:36:12,465.0
2021-07-26 16:36:13,466.0
2021-07-26 16:36:14,466.0
2021-07-26 16:36:15,463.0
2021-07-26 16:36:16,463.0
2021-07-26 16:36:17,463.0
2021-07-26 16:36:18,463.0
2021-07-26 16:36:19,462.0
2021-07-26 16:36:20,462.0
2021-07-26 16:36:21,462.0
2021-07-26 16:36:22,462.0
2021-07-26 16:36:23,463.0
2021-07-26 16:36:24,463.0
2021-07-26 16:36:25,464.0
2021-07-26 16:36:26,463.0
2021-07-26 16:36:27,463.0
2021-07-26 16:36:28,463.0
2021-07-26 16:36:29,463.0
2021-07-26 16:36:30,463.0
2021-07-26 16:36:31,465.0
2021-07-26 16:36:32,465.0
2021-07-26 16:36:33,465.0
2021-07-26 16:36:34,465.0
2021-07-26 16:36:35,466.0
2021-07-26 16:36:36,466.0
2021-07-26 16:36:37,467.0
2021-07-26 16:36:38,467.0
2021-07-26 16:36:39,468.0
2021-07-26 16:36:40,468.0
2021-07-26 16:36:41,468.0
2021-07-26 16:36:42,468.0
2021-07-26 16:36:43,469.0
2021-07-26 16:36:44,469.0
2021-07-26 16:36:45,469.0
2021-07-26 16:36:46,469.0
2021-07-26 16:36:47,469.0
2021-07-26 16:36:48,469.0
2021-07-26 16:36:49,470.0
2021-07-26 16:36:50,470.0
2021-07-26 16:36:51,472.0
2021-07-26 16:36:52,472.0
2021-07-26 16:36:53,472.0
2021-07-26 16:36:54,472.0
2021-07-26 16:36:55,474.0
2021-07-26 16:36:56,474.0
2021-07-26 16:36:57,474.0
2021-07-26 16:36:58,474.0
2021-07-26 16:36:59,476.0
2021-07-26 16:37:00,476.0
2021-07-26 16:37:01,477.0
2021-07-26 16:37:02,477.0
2021-07-26 16:37:03,475.0
2021-07-26 16:37:04,475.0
2021-07-26 16:37:05,475.0
2021-07-26 16:37:06,475.0
2021-07-26 16:37:07,475.0
2021-07-26 16:37:08,475.0
2021-07-26 16:37:09,477.0
2021-07-26 16:37:10,477.0
2021-07-26 16:37:11,477.0
2021-07-26 16:37:12,477.0
2021-07-26 16:37:13,476.0
