tiempo,fluke
2021-07-26 14:00:00,434.0
2021-07-26 14:00:01,434.0
2021-07-26 14:00:02,439.0
2021-07-26 14:00:03,438.0
2021-07-26 14:00:04,443.0
2021-07-26 14:00:05,448.0
2021-07-26 14:00:06,448.0
2021-07-26 14:00:07,453.0
2021-07-26 14:00:08,453.0
2021-07-26 14:00:09,456.0
2021-07-26 14:00:10,456.0
2021-07-26 14:00:11,462.0
2021-07-26 14:00:12,462.0
2021-07-26 14:00:13,468.0
2021-07-26 14:00:14,468.0
2021-07-26 14:00:15,474.0
2021-07-26 14:00:16,474.0
2021-07-26 14:00:17,482.0
2021-07-26 14:00:18,482.0
2021-07-26 14:00:19,489.0
2021-07-26 14:00:20,489.0
2021-07-26 14:00:21,493.0
2021-07-26 14:00:22,493.0
2021-07-26 14:00:23,497.0
2021-07-26 14:00:24,497.0
2021-07-26 14:00:25,500.0
2021-07-26 14:00:26,500.0
2021-07-26 14:00:27,504.0
2021-07-26 14:00:28,504.0
2021-07-26 14:00:29,510.0
2021-07-26 14:00:30,510.0
2021-07-26 14:00:31,514.0
2021-07-26 14:00:32,514.0
2021-07-26 14:00:33,518.0
2021-07-26 14:00:34,518.0
2021-07-26 14:00:35,521.0
2021-07-26 14:00:36,521.0
2021-07-26 14:00:37,526.0
2021-07-26 14:00:38,525.0
2021-07-26 14:00:39,529.0
2021-07-26 14:00:40,529.0
2021-07-26 14:00:41,530.0
2021-07-26 14:00:42,530.0
2021-07-26 14:00:43,532.0
2021-07-26 14:00:44,532.0
2021-07-26 14:00:45,535.0
2021-07-26 14:00:46,535.0
2021-07-26 14:00:47,538.0
2021-07-26 14:00:48,539.0
2021-07-26 14:00:49,540.0
2021-07-26 14:00:50,540.0
2021-07-26 14:00:51,541.0
2021-07-26 14:00:52,541.0
2021-07-26 14:00:53,542.0
2021-07-26 14:00:54,542.0
2021-07-26 14:00:55,541.0
2021-07-26 14:00:56,541.0
2021-07-26 14:00:57,539.0
2021-07-26 14:00:58,540.0
2021-07-26 14:00:59,541.0
2021-07-26 14:01:00,541.0
2021-07-26 14:01:01,544.0
2021-07-26 14:01:02,544.0
2021-07-26 14:01:03,546.0
2021-07-26 14:01:04,546.0
2021-07-26 14:01:05,551.0
2021-07-26 14:01:06,551.0
2021-07-26 14:01:07,556.0
2021-07-26 14:01:08,556.0
2021-07-26 14:01:09,558.0
2021-07-26 14:01:10,558.0
2021-07-26 14:01:11,561.0
2021-07-26 14:01:12,561.0
2021-07-26 14:01:13,563.0
2021-07-26 14:01:14,563.0
2021-07-26 14:01:15,567.0
2021-07-26 14:01:16,567.0
2021-07-26 14:01:17,568.0
2021-07-26 14:01:18,567.0
2021-07-26 14:01:19,569.0
2021-07-26 14:01:20,569.0
2021-07-26 14:01:21,571.0
2021-07-26 14:01:22,571.0
2021-07-26 14:01:23,572.0
2021-07-26 14:01:24,572.0
2021-07-26 14:01:25,572.0
2021-07-26 14:01:26,572.0
2021-07-26 14:01:27,573.0
2021-07-26 14:01:28,573.0
2021-07-26 14:01:29,575.0
2021-07-26 14:01:30,575.0
2021-07-26 14:01:31,578.0
2021-07-26 14:01:32,578.0
2021-07-26 14:01:33,580.0
2021-07-26 14:01:34,580.0
2021-07-26 14:01:35,584.0
2021-07-26 14:01:36,584.0
2021-07-26 14:01:37,588.0
2021-07-26 14:01:38,587.0
2021-07-26 14:01:39,588.0
2021-07-26 14:01:40,588.0
2021-07-26 14:01:41,589.0
2021-07-26 14:01:42,589.0
2021-07-26 14:01:43,592.0
2021-07-26 14:01:44,592.0
2021-07-26 14:01:45,595.0
2021-07-26 14:01:46,595.0
2021-07-26 14:01:47,595.0
2021-07-26 14:01:48,596.0
2021-07-26 14:01:49,595.0
2021-07-26 14:01:50,595.0
2021-07-26 14:01:51,596.0
2021-07-26 14:01:52,596.0
2021-07-26 14:01:53,596.0
2021-07-26 14:01:54,596.0
2021-07-26 14:01:55,597.0
