Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:39 p. m.
2,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:40 p. m.
3,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:41 p. m.
4,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:42 p. m.
5,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:43 p. m.
6,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:44 p. m.
7,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:45 p. m.
8,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:46 p. m.
9,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,422 ppm,,,,13/09/2021 02:09:47 p. m.
10,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:48 p. m.
11,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:49 p. m.
12,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:50 p. m.
13,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:51 p. m.
14,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:52 p. m.
15,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,420 ppm,,,,13/09/2021 02:09:53 p. m.
16,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,419 ppm,,,,13/09/2021 02:09:54 p. m.
17,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,419 ppm,,,,13/09/2021 02:09:55 p. m.
18,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,417 ppm,,,,13/09/2021 02:09:56 p. m.
19,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,417 ppm,,,,13/09/2021 02:09:57 p. m.
20,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:09:58 p. m.
21,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:09:59 p. m.
22,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,415 ppm,,,,13/09/2021 02:10:00 p. m.
23,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,415 ppm,,,,13/09/2021 02:10:01 p. m.
24,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,415 ppm,,,,13/09/2021 02:10:02 p. m.
25,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,415 ppm,,,,13/09/2021 02:10:03 p. m.
26,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:04 p. m.
27,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:05 p. m.
28,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:06 p. m.
29,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:07 p. m.
30,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:08 p. m.
31,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:09 p. m.
32,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:10 p. m.
33,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,416 ppm,,,,13/09/2021 02:10:11 p. m.
34,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,414 ppm,,,,13/09/2021 02:10:12 p. m.
35,,25.5 °C,21.5 °C,20.1 °C,72.5 %,1 ppm,414 ppm,,,,13/09/2021 02:10:13 p. m.
36,,25.5 °C,21.5 °C,20.1 °C,72.5 %,1 ppm,411 ppm,,,,13/09/2021 02:10:14 p. m.
37,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,411 ppm,,,,13/09/2021 02:10:15 p. m.
38,,25.5 °C,21.5 °C,20.1 °C,72.4 %,1 ppm,410 ppm,,,,13/09/2021 02:10:16 p. m.
39,,25.5 °C,21.5 °C,20.1 °C,72.5 %,1 ppm,410 ppm,,,,13/09/2021 02:10:17 p. m.
