Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
1,,26.0 °C,21.2 °C,19.5 °C,67.5 %,1 ppm,480 ppm,,,,06/07/2021 02:25:08 p. m.
2,,26.0 °C,21.2 °C,19.5 °C,67.5 %,1 ppm,480 ppm,,,,06/07/2021 02:25:13 p. m.
3,,26.0 °C,21.2 °C,19.5 °C,67.5 %,1 ppm,476 ppm,,,,06/07/2021 02:25:18 p. m.
4,,26.0 °C,21.2 °C,19.5 °C,67.5 %,1 ppm,479 ppm,,,,06/07/2021 02:25:23 p. m.
5,,26.1 °C,21.3 °C,19.6 °C,67.5 %,1 ppm,479 ppm,,,,06/07/2021 02:25:28 p. m.
6,,26.1 °C,21.3 °C,19.6 °C,67.5 %,1 ppm,480 ppm,,,,06/07/2021 02:25:33 p. m.
7,,26.1 °C,21.3 °C,19.6 °C,67.5 %,1 ppm,484 ppm,,,,06/07/2021 02:25:38 p. m.
8,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,484 ppm,,,,06/07/2021 02:25:43 p. m.
9,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,481 ppm,,,,06/07/2021 02:25:48 p. m.
10,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,477 ppm,,,,06/07/2021 02:25:53 p. m.
11,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,480 ppm,,,,06/07/2021 02:25:58 p. m.
12,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,477 ppm,,,,06/07/2021 02:26:03 p. m.
13,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,480 ppm,,,,06/07/2021 02:26:08 p. m.
14,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,485 ppm,,,,06/07/2021 02:26:13 p. m.
15,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,484 ppm,,,,06/07/2021 02:26:18 p. m.
16,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,483 ppm,,,,06/07/2021 02:26:23 p. m.
17,,26.1 °C,21.3 °C,19.6 °C,67.6 %,1 ppm,487 ppm,,,,06/07/2021 02:26:28 p. m.
18,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,493 ppm,,,,06/07/2021 02:26:33 p. m.
19,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,495 ppm,,,,06/07/2021 02:26:38 p. m.
20,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,500 ppm,,,,06/07/2021 02:26:43 p. m.
21,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,500 ppm,,,,06/07/2021 02:26:48 p. m.
22,,26.1 °C,21.3 °C,19.6 °C,67.7 %,1 ppm,498 ppm,,,,06/07/2021 02:26:53 p. m.
