ts,s8lp
2021-09-13 18:59:56.021,428.0
2021-09-13 18:59:51.154,428.0
2021-09-13 18:59:46.021,428.0
2021-09-13 18:59:41.020,427.0
2021-09-13 18:59:36.021,427.0
2021-09-13 18:59:31.156,427.0
2021-09-13 18:59:26.022,427.0
2021-09-13 18:59:21.022,427.0
2021-09-13 18:59:16.021,427.0
2021-09-13 18:59:11.158,427.0
2021-09-13 18:59:06.020,427.0
2021-09-13 18:59:01.022,427.0
2021-09-13 18:58:56.021,427.0
2021-09-13 18:58:51.152,427.0
2021-09-13 18:58:46.020,427.0
2021-09-13 18:58:41.021,427.0
2021-09-13 18:58:36.021,427.0
2021-09-13 18:58:31.153,427.0
2021-09-13 18:58:26.019,427.0
2021-09-13 18:58:21.020,427.0
2021-09-13 18:58:16.021,427.0
2021-09-13 18:58:11.154,426.0
2021-09-13 18:58:06.021,427.0
2021-09-13 18:58:01.021,427.0
2021-09-13 18:57:56.021,427.0
2021-09-13 18:57:51.156,427.0
2021-09-13 18:57:46.021,427.0
2021-09-13 18:57:41.020,427.0
2021-09-13 18:57:36.044,427.0
2021-09-13 18:57:31.155,427.0
2021-09-13 18:57:26.021,427.0
2021-09-13 18:57:21.020,427.0
2021-09-13 18:57:16.020,427.0
2021-09-13 18:57:11.154,427.0
2021-09-13 18:57:06.021,426.0
2021-09-13 18:57:01.019,427.0
2021-09-13 18:56:56.020,426.0
2021-09-13 18:56:51.154,427.0
2021-09-13 18:56:46.021,428.0
2021-09-13 18:56:41.019,428.0
2021-09-13 18:56:36.020,427.0
2021-09-13 18:56:31.155,427.0
2021-09-13 18:56:26.021,427.0
2021-09-13 18:56:21.021,427.0
2021-09-13 18:56:16.021,426.0
2021-09-13 18:56:11.155,426.0
2021-09-13 18:56:06.019,426.0
2021-09-13 18:56:01.021,426.0
2021-09-13 18:55:56.020,427.0
2021-09-13 18:55:51.154,427.0
2021-09-13 18:55:46.020,427.0
2021-09-13 18:55:41.021,427.0
2021-09-13 18:55:36.019,426.0
2021-09-13 18:55:31.154,427.0
2021-09-13 18:55:26.020,427.0
2021-09-13 18:55:21.019,426.0
2021-09-13 18:55:16.021,426.0
2021-09-13 18:55:11.154,426.0
2021-09-13 18:55:06.021,426.0
2021-09-13 18:55:01.023,426.0
2021-09-13 18:54:56.020,426.0
2021-09-13 18:54:51.154,426.0
2021-09-13 18:54:46.020,426.0
2021-09-13 18:54:41.020,426.0
2021-09-13 18:54:36.020,426.0
2021-09-13 18:54:31.154,426.0
2021-09-13 18:54:26.023,426.0
2021-09-13 18:54:21.019,426.0
2021-09-13 18:54:16.018,426.0
2021-09-13 18:54:11.154,426.0
2021-09-13 18:54:06.020,426.0
2021-09-13 18:54:01.020,427.0
2021-09-13 18:53:56.027,427.0
2021-09-13 18:53:51.153,427.0
2021-09-13 18:53:46.019,426.0
2021-09-13 18:53:41.024,426.0
2021-09-13 18:53:36.020,426.0
2021-09-13 18:53:31.154,426.0
2021-09-13 18:53:26.017,426.0
2021-09-13 18:53:21.020,426.0
2021-09-13 18:53:16.020,426.0
2021-09-13 18:53:11.150,426.0
2021-09-13 18:53:06.019,426.0
