Lectura,Descripción,Temperatura,Bulbo húmedo,Punto de condensación,% HR,CO,CO2,% aire exterior,Velocidad,Flujo de aire,Sello de tiempo
147,,27.3 °C,18.8 °C,15.0 °C,47.0 %,1 ppm,554 ppm,,,,23/07/2021 03:22:40 p. m.
148,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,555 ppm,,,,23/07/2021 03:22:41 p. m.
149,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,555 ppm,,,,23/07/2021 03:22:42 p. m.
150,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,556 ppm,,,,23/07/2021 03:22:43 p. m.
151,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,556 ppm,,,,23/07/2021 03:22:44 p. m.
152,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,556 ppm,,,,23/07/2021 03:22:45 p. m.
153,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,556 ppm,,,,23/07/2021 03:22:46 p. m.
154,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,555 ppm,,,,23/07/2021 03:22:47 p. m.
155,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,555 ppm,,,,23/07/2021 03:22:48 p. m.
156,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,557 ppm,,,,23/07/2021 03:22:49 p. m.
157,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,557 ppm,,,,23/07/2021 03:22:50 p. m.
158,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,562 ppm,,,,23/07/2021 03:22:51 p. m.
159,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,564 ppm,,,,23/07/2021 03:22:52 p. m.
160,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,564 ppm,,,,23/07/2021 03:22:53 p. m.
161,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,567 ppm,,,,23/07/2021 03:22:54 p. m.
162,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,567 ppm,,,,23/07/2021 03:22:55 p. m.
163,,27.3 °C,18.8 °C,15.0 °C,47.1 %,1 ppm,568 ppm,,,,23/07/2021 03:22:56 p. m.
164,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:22:57 p. m.
165,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:22:58 p. m.
166,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:22:59 p. m.
167,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:23:00 p. m.
168,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,566 ppm,,,,23/07/2021 03:23:01 p. m.
169,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:23:02 p. m.
170,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:23:03 p. m.
171,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,566 ppm,,,,23/07/2021 03:23:04 p. m.
172,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,566 ppm,,,,23/07/2021 03:23:05 p. m.
173,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,568 ppm,,,,23/07/2021 03:23:06 p. m.
174,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,568 ppm,,,,23/07/2021 03:23:07 p. m.
175,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,568 ppm,,,,23/07/2021 03:23:08 p. m.
176,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,568 ppm,,,,23/07/2021 03:23:09 p. m.
177,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,569 ppm,,,,23/07/2021 03:23:10 p. m.
178,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,570 ppm,,,,23/07/2021 03:23:11 p. m.
179,,27.3 °C,18.8 °C,15.0 °C,47.2 %,1 ppm,574 ppm,,,,23/07/2021 03:23:12 p. m.
180,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,574 ppm,,,,23/07/2021 03:23:13 p. m.
181,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,575 ppm,,,,23/07/2021 03:23:14 p. m.
182,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,575 ppm,,,,23/07/2021 03:23:15 p. m.
183,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,577 ppm,,,,23/07/2021 03:23:16 p. m.
184,,27.3 °C,18.8 °C,15.0 °C,47.3 %,1 ppm,577 ppm,,,,23/07/2021 03:23:17 p. m.
185,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,578 ppm,,,,23/07/2021 03:23:18 p. m.
186,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,578 ppm,,,,23/07/2021 03:23:19 p. m.
187,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,581 ppm,,,,23/07/2021 03:23:20 p. m.
188,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,579 ppm,,,,23/07/2021 03:23:21 p. m.
189,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,583 ppm,,,,23/07/2021 03:23:22 p. m.
190,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,583 ppm,,,,23/07/2021 03:23:23 p. m.
191,,27.3 °C,18.9 °C,15.1 °C,47.3 %,1 ppm,584 ppm,,,,23/07/2021 03:23:24 p. m.
192,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,584 ppm,,,,23/07/2021 03:23:25 p. m.
193,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:26 p. m.
194,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:27 p. m.
195,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:28 p. m.
196,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:29 p. m.
197,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:30 p. m.
198,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,586 ppm,,,,23/07/2021 03:23:31 p. m.
199,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,587 ppm,,,,23/07/2021 03:23:32 p. m.
200,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,587 ppm,,,,23/07/2021 03:23:33 p. m.
201,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,590 ppm,,,,23/07/2021 03:23:34 p. m.
202,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,590 ppm,,,,23/07/2021 03:23:35 p. m.
203,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,592 ppm,,,,23/07/2021 03:23:36 p. m.
204,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,592 ppm,,,,23/07/2021 03:23:37 p. m.
205,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,596 ppm,,,,23/07/2021 03:23:38 p. m.
206,,27.3 °C,18.9 °C,15.1 °C,47.4 %,1 ppm,596 ppm,,,,23/07/2021 03:23:39 p. m.
